time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,-45,0,0.393180357480759,5.55111512312578e-17,0,0,0,13,0.393180357480759,0,37.85,-37.85,0.0364700877860353,0,2029,2029,1408,1410
0.005,-44.9785255526065,8.46042831698247,0.393195934241628,0.0627554950343685,0.00453737454349796,4.77446318504899e-06,-0.0132203979560054,12.9996337755652,0.33044043920726,-0.139623703481874,37.85,-37.85,0.0354990928495609,0,2029,2029,1408,1410
0.01,-44.9166338971114,16.178535516603,0.393001629449611,0.123087547975626,0.0177402312140758,-0.000264171278967535,-0.135129201750511,12.9993202041582,0.269914081473985,-0.278531110103576,37.85,-37.85,0.030773379052464,0,2029,2029,1408,1410
0.015,-44.8178806589709,23.2168867788641,0.392262750764838,0.180410952905206,0.0395917126059184,-0.00120590727133545,-0.356118159515212,12.9990596816782,0.211851797859632,-0.416201113184908,37.85,-37.85,0.0266767622012163,0,2029,2029,1408,1410
0.02,-44.6855217575213,29.6327736447565,0.390677371830818,0.234227483781414,0.0686775605493704,-0.00318666885915448,-0.667367131727786,12.9988524781606,0.156449888049404,-0.552150678105452,37.85,-37.85,0.0231254955891254,0,2029,2029,1408,1410
0.025,-44.5225385448534,35.4786974853608,0.387972154197685,0.284113632857119,0.103592781441148,-0.0065408842335388,-1.06078225919109,12.9987679848803,0.103858521340566,-0.685928157890065,37.85,-37.85,0.0200469810469831,0,2029,2029,1408,1410
0.03,-44.3316607082238,40.8027315518795,0.383900564625487,0.329711534169192,0.142967826156143,-0.0115742364429635,-1.52893772689587,12.9987369915917,0.0541890304562947,-0.817120343930321,37.85,-37.85,0.0173782848263404,0,2029,2029,1408,1410
0.035,-44.1153876067151,45.6488617005242,0.378241114627914,0.370725040586982,0.185487626362323,-0.018566382962226,-2.06502009027163,12.9987594579434,0.00751607404093232,-0.945342159830887,37.85,-37.85,0.0150648510515184,0,2029,2029,1408,1410
0.04,-43.8760076552059,50.0573698577053,0.370795642497002,0.406914253659772,0.229905859303407,-0.0277733823251808,-2.66277911960062,12.9988352658979,-0.0361186111627697,-1.07023678655344,37.85,-37.85,0.0130593864395896,0,2029,2029,1408,1410
0.045,-43.6156160042777,54.0651461288127,0.361387653776362,0.438090294178367,0.275054643416824,-0.039429866118169,-3.31648193139504,12.9989638079344,-0.0767026404020048,-1.19147388742266,37.85,-37.85,0.0113208934887774,0,2029,2029,1408,1410
0.05,-43.3361307261455,57.7059748941495,0.349860733132061,0.464110347016704,0.319850753066606,-0.0537509865125611,-4.02087065105614,12.9991452647218,-0.114249613884642,-1.30874785287628,37.85,-37.85,0.00981383237084689,0,2029,2029,1408,1410
0.055,-43.0393076320309,61.010796650377,0.336077035998977,0.48487300415865,0.363299079620134,-0.0709341662598543,-4.7711233482624,12.9993793458907,-0.148795968159673,-1.42177639386454,37.85,-37.85,0.0085073943941401,0,2029,2029,1408,1410
0.06,-42.7267538407542,64.007947333207,0.319915865276822,0.500313896444348,0.404493929152049,-0.0911606741462624,-5.56281798239406,12.9996657206826,-0.180398031167527,-1.53029912246005,37.85,-37.85,0.00737487218473864,0,2029,2029,1408,1410
0.065,-42.3999402047055,66.7233775975148,0.301272335720798,0.510401639773218,0.442618650598486,-0.114597045838252,-6.39189917146922,13.0000039433044,-0.20912930405242,-1.63407627262743,37.85,-37.85,0.00639311371043226,0,2029,2029,1408,1410
