time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,-45,0,4.8,0,0,0,0,10,4.8,0,37.85,-37.85,-2.11994345044508,0,2029,2029,1516,1410
0.005,-44.9872039716132,5.05854153614735,4.80001790492201,0.0655586229538878,0.00282575137498097,1.12415689654731e-05,-0.00067770710059281,9.99866486918202,4.73445928196812,-0.186632917163118,37.85,-37.85,-2.11972879099034,0,2029,2029,1516,1410
0.01,-44.9499970046657,9.77212266299256,4.79996070703774,0.129223841826368,0.0109700994596951,-9.21770658094591e-05,-0.0529624200035395,9.99740609380284,4.67073686521137,-0.370972084643591,37.85,-37.85,-2.11868406963409,0,2029,2029,1516,1410
0.015,-44.8900629046251,14.1634088113548,4.79967040627019,0.190642448921485,0.0238174277020287,-0.000505201173083642,-0.153347450300284,9.99622412125242,4.6090279573487,-0.552876923277738,37.85,-37.85,-2.11777842377896,0,2029,2029,1516,1410
0.02,-44.8089748060069,18.2535715758761,4.79899989234831,0.249500771759187,0.0408991586468108,-0.00140945562086383,-0.298550490366448,9.99511930012558,4.54949912058913,-0.732212370736059,37.85,-37.85,-2.11699333940215,0,2029,2029,1516,1410
0.025,-44.7082024284302,22.0624226937348,4.79781272245833,0.305560532099502,0.0617280810728066,-0.00297450815974517,-0.485500279509235,9.99417116164266,4.49225219035883,-0.908841235134935,37.85,-37.85,-2.11631276710645,0,2029,2029,1516,1410
0.03,-44.5891187157299,25.6084657591403,4.79598258671837,0.358546353361039,0.085806134961375,-0.00535874424751543,-0.711323443910875,9.99330055943346,4.43743623335733,-1.08264286881407,37.85,-37.85,-2.11572279402413,0,2029,2029,1516,1410
0.035,-44.4530063801294,28.908951352322,4.79339277147501,0.408250505798422,0.112630312788897,-0.0087101533367975,-0.97333077763503,9.99250758416416,4.38514226567659,-1.2534970279799,37.85,-37.85,-2.11521135939762,0,2029,2029,1516,1410
0.04,-44.3010638806094,31.979995517675,4.78993563697207,0.454495413732403,0.141700751892673,-0.0131670535428895,-1.26900593181806,9.99179225345306,4.33544022323966,-1.42128803312796,37.85,-37.85,-2.11476800802273,0,2029,2029,1516,1410
0.045,-44.1344109445355,34.8366547977089,4.7855121095259,0.497131296859031,0.172525938463347,-0.0188587608038252,-1.59599449121018,9.99115453458449,4.28838081266687,-1.58590465374435,37.85,-37.85,-2.11438367651401,0,2029,2029,1516,1410
0.05,-43.9540937219952,37.4929962394863,4.78003118910192,0.536033913263685,0.204626893996964,-0.0259062057675999,-1.9520937099764,9.99059429713913,4.24399727583824,-1.747240029705,37.85,-37.85,-2.11405050802293,0,2029,2029,1516,1410
0.055,-43.7610895979556,39.9621627299257,4.77340947418789,0.571102478313173,0.237540495838431,-0.0344225034260845,-2.33524286587485,9.99011137001045,4.20230699587471,-1.90519159592982,37.85,-37.85,-2.11376169162111,0,2029,2029,1516,1410
0.06,-43.55631168539,42.256433988419,4.76557070537336,0.602257680911079,0.27082206312052,-0.0445134799387044,-2.74351419634433,9.98970552833946,4.16331302446229,-2.05966102821262,37.85,-37.85,-2.11351132306529,0,2029,2029,1516,1410
