time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,-45,0,-2.14307349860544,4.44089209850063e-16,0,0,0,16,-2.14307349860544,0,37.85,-37.85,1.27754927761387,0,2029,2029,1355,1410
0.005,-44.9676951175913,12.6828336250409,-2.14307348404789,0.0504963763556221,0.00545340361344507,-1.30707889397818e-05,-0.0383428841036878,16.0001098197453,-2.19356986040351,-0.109421250204998,37.85,-37.85,1.27761583792849,0,2029,2029,1355,1410
0.01,-44.8754105478412,24.0085235141338,-2.14352499468369,0.0983021586218844,0.0204762770413882,-0.000553098589007222,-0.272943978793037,16.000261803173,-2.24182715330558,-0.220348619991234,37.85,-37.85,1.27793977885272,0,2029,2029,1355,1410
0.015,-44.7295515034881,34.1164194851995,-2.14504906934378,0.142522805626062,0.0428258956146158,-0.00231014785778779,-0.682517414942893,16.000456036541,-2.28757187496984,-0.331578126041637,37.85,-37.85,1.27822059608077,0,2029,2029,1355,1410
0.02,-44.5358654572245,43.1315725060247,-2.14819625191083,0.18240048894432,0.070287641422886,-0.00590121628728696,-1.24791934278478,16.0006924861444,-2.33059674085515,-0.442023907955032,37.85,-37.85,1.27846403032963,0,2029,2029,1355,1410
0.025,-44.2995093411649,51.166252051102,-2.15345173528392,0.217294822220607,0.100641173983342,-0.0118793282726003,-1.95193694014105,16.0010464572651,-2.37074655750453,-0.550704026557848,37.85,-37.85,1.2786750581,0,2029,2029,1355,1410
0.03,-44.025109682508,58.3212030436036,-2.16124065035015,0.246704454842457,0.131740173789379,-0.0207411489239197,-2.77909618871175,16.0014422907352,-2.40794510519261,-0.656737223918171,37.85,-37.85,1.27885799341038,0,2029,2029,1355,1410
0.035,-43.7168170320794,64.6867877794855,-2.17193313465637,0.270222467455539,0.161567159435223,-0.0329335573268798,-3.71548524803117,16.001879726256,-2.4421556021119,-0.759328350984824,37.85,-37.85,1.27901657598803,0,2029,2029,1355,1410
0.04,-43.3783546072376,70.3441008860837,-2.18584914180613,0.287537431961546,0.188267801293841,-0.048859339185673,-4.74859843774297,16.0023584664755,-2.47338657376768,-0.857761927398706,37.85,-37.85,1.27915404771987,0,2029,2029,1355,1410
0.045,-43.013061857959,75.365919581191,-2.20326295605259,0.298423123382631,0.210172238708513,-0.0688821370906086,-5.86719445786496,16.0028774989326,-2.50168607943523,-0.9513951121799,37.85,-37.85,1.27927321892605,0,2029,2029,1355,1410
0.05,-42.6239335640817,79.8175571061334,-2.22440739033223,0.302728353425449,0.225805778692258,-0.0933307688697445,-7.06116834007426,16.0034371901387,-2.52713574375767,-1.03965123641587,37.85,-37.85,1.27937652581098,0,2029,2029,1355,1410
0.055,-42.2136549210041,83.7576284424832,-2.24947766152065,0.300368092158059,0.233891767889022,-0.122503005774212,-8.32143585968796,16.0040372159139,-2.54984575367871,-1.12201418040505,37.85,-37.85,1.27946608026641,0,2029,2029,1355,1410
0.06,-41.7846330332928,87.2387367564367,-2.27863494544177,0.291314850413685,0.233348803953666,-0.156668886646311,-9.6398292030222,16.0046772644307,-2.56994979585545,-1.19802315222198,37.85,-37.85,1.27954371304465,0,2029,2029,1355,1410
0.065,-41.3390251857921,90.3080897705387,-2.31200962110416,0.275590932677201,0.223283929290193,-0.196073631753407,-11.0090029209376,16.0053568698882,-2.58760055378136,-1.26726798531774,37.85,-37.85,1.2796110111844,0,2029,2029,1355,1410
0.07,-40.8787642234101,93.0080531612013,-2.34970421824746,0.253261309676026,0.202983091442294,-0.240940209742087,-12.4223492264602,16.0060759401938,-2.60296552792349,-1.32938479993434,37.85,-37.85,1.27966935045444,0,2029,2029,1355,1410
0.075,-40.4055813357095,95.3766472611822,-2.3917960853325,0.224427365606606,0.171899852348645,-0.291471602817957,-13.8739217623521,16.0068342396888,-2.61622345093911,-1.38405211576044,37.85,-37.85,1.27971992347833,0,2029,2029,1355,1410
