time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,45,0,-2.14307349860544,4.44089209850063e-16,0,0,0,16,-2.14307349860544,0,-30.55,30.55,1.27754927761387,0,1007,1007,1355,1410
0.005,44.9739248952724,-10.2371455690926,-2.14307269289828,0.0505099823113682,0.0055074633228842,1.23583962201757e-05,0.0313781729648061,16.0002666416216,-2.19358267520965,0.112158178103733,-30.55,30.55,1.27761583792849,0,1007,1007,1355,1410
0.01,44.8994338791907,-19.3796199673601,-2.14343168160739,0.0984882920687671,0.0209468157569494,0.000460799052565943,0.222030566717638,16.0005786218521,-2.24191997367615,0.225482085268706,-30.55,30.55,1.27793977885272,0,1007,1007,1355,1410
0.015,44.7816931179528,-27.539776837458,-2.14464765014687,0.143217259459841,0.0445145991584557,0.00191253200793536,0.554784337268688,16.0009360376294,-2.28786490960671,0.338996103912403,-30.55,30.55,1.27822059608077,0,1007,1007,1355,1410
0.02,44.6253385075586,-34.8184437440046,-2.14716178857086,0.18408869725636,0.0744757134476216,0.0048749019258595,1.01419145883415,16.0013388664999,-2.33125048582722,0.451820334950279,-30.55,30.55,1.27846403032963,0,1007,1007,1355,1410
0.025,44.4345298702535,-41.3061452440837,-2.15136362209021,0.220585588787241,0.109093835188766,0.00980250060126904,1.58635804188444,16.0018623745872,-2.37194921087745,0.563158654441593,-30.55,30.55,1.2786750581,0,1007,1007,1355,1410
0.03,44.2129994593314,-47.0841160576759,-2.15759541516849,0.252305182450318,0.146686001324147,0.0171031307896439,2.25878899647085,16.0024309575867,-2.40990059761881,0.672297559742469,-30.55,30.55,1.27885799341038,0,1007,1007,1355,1410
0.035,43.9640958627043,-52.2252215814996,-2.16615632984354,0.278916254235101,0.185660363523766,0.0271430042049372,3.02024549576043,16.0030443533274,-2.44507258407865,0.778593142232074,-30.55,30.55,1.27901657598803,0,1007,1007,1355,1410
0.04,43.6908232404756,-56.79485675096,-2.17730632861325,0.300162190067722,0.224539604258312,0.0402512839760546,3.86061928309098,16.0037022535982,-2.47746851868097,0.881466158804234,-30.55,30.55,1.27915404771987,0,1007,1007,1355,1410
0.045,43.3958764673667,-60.8517120799563,-2.19126980771207,0.315852799264327,0.261975993192845,0.0567240701106292,4.77081861581762,16.0044035713611,-2.5071226069764,0.980396289796867,-30.55,30.55,1.27927321892605,0,1007,1007,1355,1410
0.05,43.0816726698848,-64.4484616864939,-2.20823895409158,0.325856199718572,0.296759261661177,0.0768279067921526,5.74266540388164,16.0051486919376,-2.53409515381016,1.07491679758879,-30.55,30.55,1.27937652581098,0,1007,1007,1355,1410
0.055,42.7503795264971,-67.6323805748561,-2.22837682931716,0.330091967209736,0.327819157579433,0.100802877278227,6.76880247519571,16.0059372435718,-2.55846879652689,1.16460993472953,-30.55,30.55,1.27946608026641,0,1007,1007,1355,1410
0.06,42.4039406693925,-70.4458979382151,-2.25182018829348,0.328524399538197,0.354224126395048,0.128865341424976,7.84260995435391,16.0067688525438,-2.58034458783167,1.24910264037238,-30.55,30.55,1.27954371304465,0,1007,1007,1355,1410
0.065,42.0440984859316,-72.9270939482467,-2.27868204461737,0.321156534360401,0.375177205284824,0.161210362238205,8.95812994607396,16.0076429197203,-2.59983857897777,1.3280626821472,-30.55,30.55,1.2796110111844,0,1007,1007,1355,1410
0.07,41.6724145869574,-75.1101458013461,-2.3090539967388,0.308024604469885,0.390009990756034,0.198013860748632,10.1099987448768,16.0085593180467,-2.61707860120869,1.40119507056697,-30.55,30.55,1.27966935045444,0,1007,1007,1355,1410
0.075,41.2902881806189,-77.0257280288649,-2.34300833059829,0.289193272247034,0.398175344648749,0.239434532689774,11.2933858467431,16.0095177054023,-2.63220160284532,1.46823889324093,-30.55,30.55,1.27971992347833,0,1007,1007,1355,1410
0.08,40.8989725680839,-78.7013716197577,-2.38059991489125,0.264751234444442,0.399239341682172,0.285615555490901,12.5039390906662,16.0105177587693,-2.64535114933569,1.52896436123838,-30.55,30.55,1.27976376411507,0,1007,1007,1355,1410
0.085,40.499589953882,-80.1617863450547,-2.42186790532833,0.234807399624236,0.392872828512938,0.336686110081973,13.7377353494273,16.0115588908142,-2.65667530495256,1.58317015515372,-30.55,30.55,1.27980176859416,0,1007,1007,1355,1410
0.09,40.0931447437352,-81.429150293322,-2.46683727399853,0.199487334372364,0.378842864796494,0.392762738639655,14.9912362538588,16.0126411099505,-2.6663246083709,1.6306808891976,-30.55,30.55,1.27983471383718,0,1007,1007,1355,1410
0.095,39.6805354835667,-82.5233697384657,-2.51552017953241,0.158930406245076,0.357004257381315,0.453950556683438,16.2612484440831,16.0137641631457,-2.67445058577748,1.67134494986708,-30.55,30.55,1.27986327334026,0,1007,1007,1355,1410
0.1,39.2625655803734,-83.4623122010932,-2.56791719277227,0.113287105997468,0.327291336132896,0.520344335409452,17.5448878748078,16.0149278225412,-2.68120429876974,1.70503242107654,-30.55,30.55,1.2798880309423,0,1007,1007,1355,1410
0.105,38.8399529297714,-84.2620156347022,-2.62401839191617,0.0627168121172188,0.289710063749615,0.59202946820161,18.8395477887444,16.0161315495951,-2.68673520403339,1.73163324815037,-30.55,30.55,1.27990949276036,0,1007,1007,1355,1410
0.11,38.4133385622251,-84.9368764361848,-2.68380434017507,0.0073856434776105,0.244330535579987,0.669082833563296,20.1428700201508,16.0173755021367,-2.69118998365268,1.75105541607826,-30.55,30.55,1.27992809753613,0,1007,1007,1355,1410
0.115,37.9832944069764,-85.4998181835758,-2.74724695818041,-0.0525350776477818,0.191279917761555,0.751573565390333,21.452719275921,16.0186595258777,-2.69471188053263,1.7632234900907,-30.55,30.55,1.27994422560507,0,1007,1007,1355,1410
0.12,37.5503302656696,-85.9624428708503,-2.81431030211726,-0.116870353132668,0.130735848089722,0.839563740061712,22.7671600621411,16.0199834891095,-2.69743994898459,1.76807715193289,-30.55,30.55,1.2799582066716,0,1007,1007,1355,1410
0.125,37.1149000766707,-86.3351666369782,-2.88495125776369,-0.185442700454662,0.0629202967772069,0.933108988831689,24.0844360090463,16.0213468968572,-2.69950855730902,1.76556993810015,-30.55,30.55,1.27997032654919,0,1007,1007,1355,1410
0.13,36.677407542808,-86.6273418554311,-2.95912015971377,-0.258073403189361,-0.0119061278521345,1.03225904308142,25.4029513824393,16.0227500423971,-2.70104675652441,1.75566791847748,-30.55,30.55,1.27998083300322,0,1007,1007,1355,1410
0.135,36.238211186146,-86.8473666905405,-3.03676134437533,-0.334583205228178,-0.0934494307695377,1.13705821933194,26.7212545360526,16.0241928520989,-2.70217813914715,1.73834873389492,-30.55,30.55,1.27998994081603,0,1007,1007,1355,1410
0.14,35.7976288903352,-87.0027831773222,-3.11781364418478,-0.414793126857392,-0.181387050568875,1.24754584996354,28.0380230698345,16.025675267859,-2.70302051732738,1.71360056246066,-30.55,30.55,1.27999783617766,0,1007,1007,1355,1410
0.145,35.3559419831612,-87.1003652270997,-3.20221082989447,-0.498525014915717,-0.275372278247657,1.36375666506587,29.3520505440038,16.0271968128143,-2.70368581497875,1.68142126140497,-30.55,30.55,1.28000468049218,0,1007,1007,1355,1410
0.15,34.9133989065412,-87.1461978961236,-3.28988200709141,-0.585602261775058,-0.375038307263456,1.48572113029665,30.6622346240161,16.0287578856606,-2.70427974531636,1.64181740077977,-30.55,30.55,1.28001061367717,0,1007,1007,1355,1410
0.155,34.4702185145424,-87.1457484967381,-3.38075197264917,-0.675849989499723,-0.480001926691444,1.61346574531542,31.9675664832423,16.0303584617602,-2.70490198314944,1.59480364761311,-30.55,30.55,1.28001575702411,0,1007,1007,1355,1410
0.16,34.0265930396083,-87.1039301370638,-3.47474153585723,-0.769095452948237,-0.589866874620145,1.74701330663134,33.2671212932363,16.0319985230462,-2.705646082909,1.54040203442088,-30.55,30.55,1.2800202156779,0,1007,1007,1355,1410
0.165,33.582690761171,-87.025158715431,-3.57176780861946,-0.865168216916883,-0.704226884413181,1.88638313843941,34.5600497175352,16.0336775761629,-2.70659959170258,1.47864138026467,-30.55,30.55,1.28002408078634,0,1007,1007,1355,1410
0.17,33.1386584073337,-86.913404374075,-3.67174446862736,-0.963900582953225,-0.82266845678345,2.03159129467559,35.8455703429617,16.0353960887247,-2.70784388567413,1.40955658053228,-30.55,30.55,1.28002743136343,0,1007,1007,1355,1410
0.175,32.6946233151394,-86.7722376381022,-3.77458199916571,-1.06512747753151,-0.944773366561881,2.18265073540732,37.1229629229193,16.0371540482815,-2.70945452163419,1.33318822394206,-30.55,30.55,1.28003033590465,0,1007,1007,1355,1410
0.18,32.2506953764348,-86.6048705113389,-3.88018790842119,-1.16868663172589,-1.07012091745927,2.33957148006061,38.3915623048877,16.0389514395695,-2.71150127669531,1.24958207313951,-30.55,30.55,1.28003285378725,0,1007,1007,1355,1410
0.185,31.8069687914958,-86.4141933210986,-3.98846693100203,-1.2744185532823,-1.19828997381985,2.50236073987358,39.6507530024664,16.0407877155513,-2.71404837771973,1.1587886736322,-30.55,30.55,1.28003503648403,0,1007,1007,1355,1410
0.19,31.3635236503047,-86.2028081109,-4.09932121405676,-1.38216680995111,-1.32886079775998,2.67102303174045,40.8999643850414,16.0426633751776,-2.71715440410565,1.06086283517679,-30.55,30.55,1.28003692861563,0,1007,1007,1355,1410
0.195,30.9204273571163,-85.973058565419,-4.21265049028756,-1.49177775232392,-1.46141669502344,2.84556027562136,42.138666390531,16.0445783810583,-2.72087273796364,0.955863394250351,-30.55,30.55,1.28003856886269,0,1007,1007,1355,1410
0.2,30.4777359168068,-85.7270565260055,-4.32835223949646,-1.60310058508402,-1.59554547759149,3.02597187713277,43.3663656605365,16.0465326840045,-2.72525165441244,0.84385284485987,-30.55,30.55,1.28003999075663,0,1007,1007,1355,1410
0.205,30.0354950973361,-85.4667057469663,-4.44632184027629,-1.7159872345347,-1.73084076748985,3.2122547969226,44.5826020878127,16.0485256473223,-2.7303346057416,0.724897068386827,-30.55,30.55,1.28004122336505,0,1007,1007,1355,1410
0.21,29.5937414811758,-85.193723568769,-4.56645271325544,-1.83029257752111,-1.86690316530202,3.40440360828305,45.7869457748208,16.0505577655703,-2.73616013573433,0.599064968294814,-30.55,30.55,1.28004229188605,0,1007,1007,1355,1410
0.215,29.1525034148266,-84.9096603230995,-4.68863645731757,-1.94587407518434,-2.00334128183203,3.60241054454992,46.9789943287954,16.0526289416716,-2.74276238213323,0.466428309642682,-30.55,30.55,1.2800432181633,0,1007,1007,1355,1410
0.22,28.7118018694385,-84.6159163803681,-4.81276297965454,-2.06259180307892,-2.13977263663532,3.80626553730376,48.1583704098344,16.0547390586326,-2.75017117657562,0.327061459262758,-30.55,30.55,1.28004402113257,0,1007,1007,1355,1410
0.225,28.2716512217518,-84.3137574082616,-4.93872062057438,-2.1803082719385,-2.27582444400039,4.01595624644715,49.3247195415093,16.0568873575648,-2.75841234863588,0.181041187295126,-30.55,30.55,1.28004471720888,0,1007,1007,1355,1410
0.23,27.8320599636157,-84.0043284481771,-5.0663962738617,-2.29888865403544,-2.41113430579283,4.23146808313091,50.4777081994033,16.0590742963371,-2.76750761982626,0.0284464365599934,-30.55,30.55,1.28004532062206,0,1007,1007,1355,1410
