time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,45,0,4.8,0,0,0,0,10,4.8,0,-30.55,30.55,-2.11994345044508,0,1007,1007,1516,1410
0.005,44.989671608131,-4.08313878508687,4.8000147896658,0.0655647929631762,0.00283386608632815,-8.10137817262932e-06,0.000814679861809875,9.99872655684588,4.73444999670262,0.18869512204869,-30.55,30.55,-2.11972879099034,0,1007,1007,1516,1410
0.01,44.9596386615786,-7.88826131703608,4.79997093086545,0.129300523401539,0.0110400047071355,8.21237321465695e-05,0.0438203728206425,9.99753153678144,4.67067040746391,0.375500633568569,-30.55,30.55,-2.11868406963409,0,1007,1007,1516,1410
0.015,44.9112587232411,-11.4336206095097,4.79974265494815,0.190925410802049,0.024068118584093,0.000433607576005695,0.126189178223309,9.99641535558978,4.6088172441461,0.56029990318442,-30.55,30.55,-2.11777842377896,0,1007,1007,1516,1410
0.02,44.8458002099027,-14.7362668540252,4.79921274854918,0.250188878272431,0.0415240932665327,0.00119830943772517,0.245273738215648,9.9953783437139,4.54902387027675,0.742980883657142,-30.55,30.55,-2.11699333940215,0,1007,1007,1516,1410
0.025,44.7644482381537,-17.8121553756052,4.7982724043904,0.306907916062507,0.0630010173334366,0.00251825976422372,0.398596459851367,9.99449999338521,4.49136448832789,0.923428471347101,-30.55,30.55,-2.11631276710645,0,1007,1007,1516,1410
0.03,44.6683099692748,-20.6761882175415,4.79682076832168,0.36085517026127,0.0880842513168823,0.0045262384641531,0.583838868231534,9.9937011974193,4.43596559806041,1.10154350865157,-30.55,30.55,-2.11572279402413,0,1007,1007,1516,1410
0.035,44.5584198788752,-23.342258486441,4.79476448898168,0.411864139338084,0.116355109027669,0.00734638588863599,0.798830507509144,9.99298206169072,4.38290034964359,1.27722645514807,-30.55,30.55,-2.11521135939762,0,1007,1007,1516,1410
0.04,44.4357445713527,-25.8233458297232,4.79201728527145,0.459792188615076,0.147397154268727,0.0110947703999521,1.04153981343996,9.99234262800916,4.33222509665637,1.45038164672227,-30.55,30.55,-2.11476800802273,0,1007,1007,1516,1410
0.045,44.3011872269621,-28.1315768533497,4.78849953040959,0.504518646646404,0.180799970833483,0.0158799162872362,1.31006529980412,9.99178285828979,4.28398088376319,1.62091720000728,-30.55,30.55,-2.11438367651401,0,1007,1007,1516,1410
0.05,44.1555917534839,-30.2782815161433,4.78413785204507,0.545943049913064,0.216162222758751,0.0218032935073676,1.60262728608124,9.99130269902966,4.23819480213201,1.78874492065585,-30.55,30.55,-2.11405050802293,0,1007,1007,1516,1410
0.055,43.9997466624558,-32.2740457585456,4.77886474922373,0.583983444272144,0.253094107199555,0.0289597726831396,1.91756013232908,9.99090202470276,4.19488130495158,1.95378024050999,-30.55,30.55,-2.11376169162111,0,1007,1007,1516,1410
0.06,43.8343886886961,-34.1287606094309,4.77261822671902,0.618574826298456,0.291219288310304,0.0374380483910756,2.25330494938596,9.99058066150587,4.15404340042056,2.11594215130673,-30.55,30.55,-2.11351132306529,0,1007,1007,1516,1410
0.065,43.6602061703328,-35.8516680936834,4.76534144700378,0.649667776042916,0.330176396259212,0.0473210334517259,2.60840276051155,9.9903386180211,4.11567367096086,2.27515309333201,-30.55,30.55,-2.11329428409746,0,1007,1007,1516,1410
0.07,43.4778422053709,-37.4514039474939,4.75698239993735,0.677226800139,0.369620141941752,0.058686226644353,2.981488076799,9.99017540640237,4.07975559979835,2.43133904701804,-30.55,30.55,-2.11310613781287,0,1007,1007,1516,1410
