time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,0,0,15,17.1430734986054,0,0,0,16,-2.14307349860544,0,0,0,10,0,1410,1410,1007,1410
0.005,0,0,14.990183813542,17.170602170944,-3.8991044895656,0,0,15.9855612848021,-2.18041835740198,0,0,0,10,0,1410,1410,1007,1410
0.01,0,0,14.9612802071787,17.1946051391252,-7.63547462898923,0,0,15.9711180656188,-2.23332493194649,0,0,0,10,0,1410,1410,1007,1410
0.015,0,0,14.9140950989771,17.2145982444937,-11.2122407454849,0,0,15.9566779694049,-2.30050314551664,0,0,0,10,0,1410,1410,1007,1410
0.02,0,0,14.8494183414639,17.2301435504899,-14.6326950604769,0,0,15.9422485824312,-2.38072520902596,0,0,0,10,0,1410,1410,1007,1410
0.025,0,0,14.7680229343185,17.2408358064011,-17.9002892421283,0,0,15.9279173182019,-2.47281287208262,0,0,0,10,0,1410,1410,1007,1410
0.03,0,0,14.6706642828228,17.2463349163034,-21.0185931869466,0,0,15.9136117424834,-2.57567063348051,0,0,0,10,0,1410,1410,1007,1410
0.035,0,0,14.5580797474721,17.2463270342189,-23.9912586903861,0,0,15.8993392354336,-2.68824728674679,0,0,0,10,0,1410,1410,1007,1410
0.04,0,0,14.4309882115614,17.240535195212,-26.8220220165798,0,0,15.8851070858142,-2.80954698365061,0,0,0,10,0,1410,1410,1007,1410
0.045,0,0,14.2900896987759,17.2287165398068,-29.5146883886846,0,0,15.8709262863125,-2.93862684103096,0,0,0,10,0,1410,1410,1007,1410
0.05,0,0,14.1360650671248,17.2106622334753,-32.0731158375465,0,0,15.8568001098447,-3.07459716635049,0,0,0,10,0,1410,1410,1007,1410
0.055,0,0,13.9695757847989,17.1861934296924,-34.5012002888819,0,0,15.8427355180788,-3.2166176448935,0,0,0,10,0,1410,1410,1007,1410
0.06,0,0,13.7912637709318,17.1551600761875,-36.8028633374196,0,0,15.8287393495031,-3.36389630525563,0,0,0,10,0,1410,1410,1007,1410
0.065,0,0,13.6017512964977,17.1174381982887,-38.9820409979529,0,0,15.8148226588071,-3.51568690179099,0,0,0,10,0,1410,1410,1007,1410
0.07,0,0,13.4016409408093,17.0729308736783,-41.0426715269034,0,0,15.8009876766068,-3.671289932869,0,0,0,10,0,1410,1410,1007,1410
0.075,0,0,13.1915156107556,17.0215637411173,-42.9886843095524,0,0,15.7872408417879,-3.83004813036167,0,0,0,10,0,1410,1410,1007,1410
0.08,0,0,12.9719386059888,16.9632843553558,-44.8239913488011,0,0,15.7735884525556,-3.99134574936701,0,0,0,10,0,1410,1410,1007,1410
0.085,0,0,12.7434537264153,16.8980595998816,-46.5524794277109,0,0,15.7600409378218,-4.1546058734662,0,0,0,10,0,1410,1410,1007,1410
0.09,0,0,12.5065854185158,16.8258774257511,-48.1780013304334,0,0,15.7466000322971,-4.31929200723523,0,0,0,10,0,1410,1410,1007,1410
0.095,0,0,12.2618389674795,16.7467421646668,-49.7043679447796,0,0,15.733271598535,-4.48490319718726,0,0,0,10,0,1410,1410,1007,1410
0.1,0,0,12.0097007202664,16.6606743127305,-51.1353426514529,0,0,15.7200613511129,-4.65097359246413,0,0,0,10,0,1410,1410,1007,1410
0.105,0,0,11.7506383367231,16.5677080537187,-52.47463623697,0,0,15.7069790291201,-4.81706971699556,0,0,0,10,0,1410,1410,1007,1410
0.11,0,0,11.4851010660228,16.4678937211279,-53.7259008614431,0,0,15.6940258759064,-4.98279265510507,0,0,0,10,0,1410,1410,1007,1410
0.115,0,0,11.2135200552374,16.3612929019175,-54.8927247421348,0,0,15.6812071598978,-5.14777284668008,0,0,0,10,0,1410,1410,1007,1410
