time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,0,0,-15,-15.3931803574808,0,0,0,13,0.393180357480759,0,0,0,-12,0,1410,1410,2029,1410
0.005,0,0,-14.9910218738299,-15.4071722311032,3.57339937859866,0,0,13.0129424440043,0.416150357273316,0,0,0,-12,0,1410,1410,2029,1410
0.01,0,0,-14.9644438180884,-15.4184045489811,7.04012036797124,0,0,13.025886044924,0.453960730892683,0,0,0,-12,0,1410,1410,2029,1410
0.015,0,0,-14.9207969095773,-15.42648931297,10.4011058367446,0,0,13.0388253722867,0.505692403392652,0,0,0,-12,0,1410,1410,2029,1410
0.02,0,0,-14.8606072641962,-15.4310646042313,13.6573961780299,0,0,13.0517548572797,0.570457340035084,0,0,0,-12,0,1410,1410,2029,1410
0.025,0,0,-14.7843955377144,-15.4317897750689,16.8101394929324,0,0,13.0647328339703,0.647394237354446,0,0,0,-12,0,1410,1410,2029,1410
0.03,0,0,-14.6926764056458,-15.4283540877555,19.8605674453151,0,0,13.0776894593467,0.735677682109683,0,0,0,-12,0,1410,1410,2029,1410
0.035,0,0,-14.5859582435391,-15.4204685919008,22.8099731792027,0,0,13.0906188406425,0.834510348361706,0,0,0,-12,0,1410,1410,2029,1410
0.04,0,0,-14.4647427765196,-15.4078669582136,25.6597227643286,0,0,13.1035150065134,0.943124181694013,0,0,0,-12,0,1410,1410,2029,1410
0.045,0,0,-14.3295247310738,-15.3903051466333,28.411248220695,0,0,13.1163664390932,1.06078041555945,0,0,0,-12,0,1410,1410,2029,1410
0.05,0,0,-14.1807915187433,-15.367559300862,31.0660435295544,0,0,13.1291725324984,1.18676778211876,0,0,0,-12,0,1410,1410,2029,1410
0.055,0,0,-14.0190229328073,-15.3394260236409,33.6256606885577,0,0,13.1419271573118,1.3204030908336,0,0,0,-12,0,1410,1410,2029,1410
0.06,0,0,-13.8446908755543,-15.3057212966953,36.0917032708961,0,0,13.1546241550901,1.46103042114104,0,0,0,-12,0,1410,1410,2029,1410
0.065,0,0,-13.658259114549,-15.2662803553613,38.4658204198434,0,0,13.1672523950554,1.60802124081234,0,0,0,-12,0,1410,1410,2029,1410
0.07,0,0,-13.460183066368,-15.2209551766811,40.7497033997589,0,0,13.1798106490526,1.76077211031308,0,0,0,-12,0,1410,1410,2029,1410
0.075,0,0,-13.2509095916247,-15.169615285205,42.9450821964866,0,0,13.1922927346128,1.91870569358036,0,0,0,-12,0,1410,1410,2029,1410
0.08,0,0,-13.030876816218,-15.1121465710324,45.0537200030229,0,0,13.2046924802463,2.08126975481446,0,0,0,-12,0,1410,1410,2029,1410
0.085,0,0,-12.8005139775177,-15.0484514335168,47.077408012144,0,0,13.2169989173268,2.24793745599915,0,0,0,-12,0,1410,1410,2029,1410
0.09,0,0,-12.5602412942409,-14.9784457010498,49.0179625540297,0,0,13.2292107410017,2.4182044068089,0,0,0,-12,0,1410,1410,2029,1410
