time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0.49,0,0,-7.47390108163996,-3.25532341960465,-57.7932658688712,0,0,9.59487637923163,-4.2185776620353,0,0,0,10,0,1410,1410,1007,1410
0.495,0,0,-7.76272085175045,-3.49932473836653,-57.7343530569164,0,0,9.59900361751488,-4.26339611338392,0,0,0,10,0,1410,1410,1007,1410
0.5,0,0,-8.0512418419263,-3.74405125024475,-57.6737776423676,0,0,9.60334365549462,-4.30719059168155,0,0,0,10,0,1410,1410,1007,1410
0.505,0,0,-8.33945609050579,-3.9894663402022,-57.6116792051203,0,0,9.60789467241033,-4.34998975030359,0,0,0,10,0,1410,1410,1007,1410
0.51,0,0,-8.62735632004035,-4.23553610333973,-57.5481919934786,0,0,9.61265931927777,-4.39182021670061,0,0,0,10,0,1410,1410,1007,1410
0.515,0,0,-8.91493591185424,-4.48222626372145,-57.4834452282004,0,0,9.61763796558712,-4.43270964813279,0,0,0,10,0,1410,1410,1007,1410
0.52,0,0,-9.20218888061766,-4.72950323646397,-57.4175630484302,0,0,9.62283095093716,-4.47268564415369,0,0,0,10,0,1410,1410,1007,1410
0.525,0,0,-9.48910984890042,-4.97733292214686,-57.3506644250099,0,0,9.62823586892957,-4.51177692675356,0,0,0,10,0,1410,1410,1007,1410
0.53,0,0,-9.77569402167716,-5.22568444095658,-57.2828635154606,0,0,9.63385571710471,-4.55000958072058,0,0,0,10,0,1410,1410,1007,1410
0.535,0,0,-10.0619371636412,-5.47452627883233,-57.2142699956494,0,0,9.63969074875131,-4.58741088480885,0,0,0,10,0,1410,1410,1007,1410
0.54,0,0,-10.3478355763611,-5.72382761179257,-57.1449889600038,0,0,9.64574118946286,-4.62400796456848,0,0,0,10,0,1410,1410,1007,1410
0.545,0,0,-10.6333860752536,-5.97355684713007,-57.0751207900439,0,0,9.65200405895144,-4.6598292281235,0,0,0,10,0,1410,1410,1007,1410
0.55,0,0,-10.9185859663506,-6.22368613045076,-57.0047615401849,0,0,9.65848270711334,-4.6948998358998,0,0,0,10,0,1410,1410,1007,1410
0.555,0,0,-11.2034330262066,-6.47418669434701,-56.9340032970105,0,0,9.66517727988425,-4.7292463318596,0,0,0,10,0,1410,1410,1007,1410
0.56,0,0,-11.4879254814783,-6.72503045361061,-56.8629340335853,0,0,9.67208789772786,-4.76289502786772,0,0,0,10,0,1410,1410,1007,1410
0.565,0,0,-11.7720619881551,-6.97618828783973,-56.7916374330831,0,0,9.67921102031676,-4.79587370031541,0,0,0,10,0,1410,1410,1007,1410
0.57,0,0,-12.0558416104255,-7.22763533836682,-56.7201933054265,0,0,9.68655035385347,-4.82820627205868,0,0,0,10,0,1410,1410,1007,1410
0.575,0,0,-12.3392638030172,-7.47934554323686,-56.6486779742952,0,0,9.69410594584025,-4.85991825978038,0,0,0,10,0,1410,1410,1007,1410
0.58,0,0,-12.6223283930383,-7.73129350898472,-56.5771640855633,0,0,9.70187782053326,-4.8910348840536,0,0,0,10,0,1410,1410,1007,1410
0.585,0,0,-12.9050355613046,-7.9834525316894,-56.505720386122,0,0,9.70986189329552,-4.92158302961524,0,0,0,10,0,1410,1410,1007,1410
0.59,0,0,-13.1873858231454,-8.2358006932437,-56.4344121714752,0,0,9.71806222873078,-4.95158512990166,0,0,0,10,0,1410,1410,1007,1410
0.595,0,0,-13.4693800130166,-8.48831457406667,-56.3633017006915,0,0,9.7264787848032,-4.98106543894991,0,0,0,10,0,1410,1410,1007,1410
0.6,0,0,-13.751019268445,-8.74097140446935,-56.2924479591763,0,0,9.73511149843653,-5.01004786397561,0,0,0,10,0,1410,1410,1007,1410
