time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,0,0,-15,-19.8,0,0,0,10,4.8,0,0,0,-12,0,1410,1410,2029,1410
0.005,0,0,-14.9956269434173,-19.8124749611579,1.74300657380247,0,0,10.0165392008372,4.81684801774062,0,0,0,-12,0,1410,1410,2029,1410
0.01,0,0,-14.9826319575068,-19.8229145411125,3.44880092381575,0,0,10.0330804150683,4.84028258360575,0,0,0,-12,0,1410,1410,2029,1410
0.015,0,0,-14.9612006474093,-19.8311878042241,5.11756897676733,0,0,10.0496211298089,4.86998715681484,0,0,0,-12,0,1410,1410,2029,1410
0.02,0,0,-14.9315176363177,-19.8371706055229,6.74951744317689,0,0,10.0661587618427,4.90565296920524,0,0,0,-12,0,1410,1410,2029,1410
0.025,0,0,-14.8937664416507,-19.8407096875756,8.34488614852531,0,0,10.0827608150818,4.94694324592484,0,0,0,-12,0,1410,1410,2029,1410
0.03,0,0,-14.8481293129114,-19.8417268661194,9.90393341077007,0,0,10.0993543772204,4.99359755320793,0,0,0,-12,0,1410,1410,2029,1410
0.035,0,0,-14.7947872069416,-19.8401174846275,11.4269223625848,0,0,10.1159366798075,5.04533027768591,0,0,0,-12,0,1410,1410,2029,1410
0.04,0,0,-14.7339197208402,-19.8357830708268,12.9141336362764,0,0,10.1325049026385,5.10186334998661,0,0,0,-12,0,1410,1410,2029,1410
0.045,0,0,-14.6657050090895,-19.8286358063775,14.3658629903366,0,0,10.1490474089669,5.16293079728798,0,0,0,-12,0,1410,1410,2029,1410
0.05,0,0,-14.5903197096991,-19.8185848990037,15.7824221981097,0,0,10.1655700637275,5.22826518930468,0,0,0,-12,0,1410,1410,2029,1410
0.055,0,0,-14.5079388581252,-19.8055495318338,17.1641398373238,0,0,10.1820699171739,5.29761067370854,0,0,0,-12,0,1410,1410,2029,1410
0.06,0,0,-14.4187358105433,-19.7894544791299,18.511358919473,0,0,10.1985439842824,5.37071866858656,0,0,0,-12,0,1410,1410,2029,1410
0.065,0,0,-14.3228821759109,-19.7702344806389,19.8244347244418,0,0,10.2149810384951,5.44735230472804,0,0,0,-12,0,1410,1410,2029,1410
0.07,0,0,-14.2205477562832,-19.7478208964486,21.103735580508,0,0,10.2313862523218,5.52727314016535,0,0,0,-12,0,1410,1410,2029,1410
