time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0.13,0,0,-7.76116713088026,-10.8211136067188,91.5371521379776,0,0,16.253734746042,3.05994647583852,0,0,0,-12,0,1410,1410,2029,1410
0.135,0,0,-7.29981146927657,-10.6074483812626,92.986705903738,0,0,16.2610616669394,3.307636911986,0,0,0,-12,0,1410,1410,2029,1410
0.14,0,0,-6.83148025156374,-10.3838689819553,94.3281447717194,0,0,16.2681228099638,3.55238873039158,0,0,0,-12,0,1410,1410,2029,1410
0.145,0,0,-6.35670256560212,-10.1505396960284,95.5660497157363,0,0,16.2749085549209,3.79383713042631,0,0,0,-12,0,1410,1410,2029,1410
0.15,0,0,-5.8759848022197,-9.90763547823649,96.7049180803493,0,0,16.2814139113595,4.03165067601679,0,0,0,-12,0,1410,1410,2029,1410
0.155,0,0,-5.38981108278442,-9.65534212508218,97.7491594146488,0,0,16.2876319546438,4.26553104229776,0,0,0,-12,0,1410,1410,2029,1410
0.16,0,0,-4.89864371029777,-9.39385468019296,98.7030908691937,0,0,16.293556013142,4.4952109698952,0,0,0,-12,0,1410,1410,2029,1410
0.165,0,0,-4.40292364132658,-9.123376881913,99.5709331733185,0,0,16.2991778096494,4.72045324058642,0,0,0,-12,0,1410,1410,2029,1410
0.17,0,0,-3.90307097622511,-8.84411854221223,100.356807840033,0,0,16.3044930323999,4.94104756598713,0,0,0,-12,0,1410,1410,2029,1410
0.175,0,0,-3.39948546045521,-8.55629606371999,101.064734754829,0,0,16.3094957582016,5.15681060326478,0,0,0,-12,0,1410,1410,2029,1410
0.18,0,0,-2.89254700009398,-8.26013102636143,101.698629425326,0,0,16.314180308588,5.36758402626745,0,0,0,-12,0,1410,1410,2029,1410
0.185,0,0,-2.38261618929429,-7.9558498272222,102.262300720491,0,0,16.3185397472903,5.57323363792791,0,0,0,-12,0,1410,1410,2029,1410
0.19,0,0,-1.87003484758718,-7.64368133562174,102.75944957876,0,0,16.3225703776317,5.77364648803456,0,0,0,-12,0,1410,1410,2029,1410
0.195,0,0,-1.35512656136705,-7.32385756936683,103.193668034836,0,0,16.3262672371331,5.96873100799978,0,0,0,-12,0,1410,1410,2029,1410
0.2,0,0,-0.838197231844321,-6.99661249350015,103.568438000814,0,0,16.3296255950828,6.15841526165583,0,0,0,-12,0,1410,1410,2029,1410
0.205,0,0,-0.319535627646326,-6.66218177664593,103.887130453077,0,0,16.3326398296915,6.3426461489996,0,0,0,-12,0,1410,1410,2029,1410
0.21,0,0,0.200586059640799,-6.32080085693722,104.153005344353,0,0,16.3353067825895,6.52138691657802,0,0,0,-12,0,1410,1410,2029,1410
0.215,0,0,0.721911661197319,-5.9727055956888,104.369211772989,0,0,16.3376223950965,6.69461725688611,0,0,0,-12,0,1410,1410,2029,1410
0.22,0,0,1.24420047644959,-5.6181313169458,104.538787997954,0,0,16.3395828242576,6.86233179339539,0,0,0,-12,0,1410,1410,2029,1410
0.225,0,0,1.76722671974361,-5.2573126074548,104.66466178347,0,0,16.3411837190704,7.02453932719841,0,0,0,-12,0,1410,1410,2029,1410
0.23,0,0,2.29077896955231,-4.89048191584573,104.749651238712,0,0,16.3424223751493,7.18126088539804,0,0,0,-12,0,1410,1410,2029,1410
0.235,0,0,2.81465962304649,-4.51787001248244,104.796465857746,0,0,16.3432955702901,7.33252963552894,0,0,0,-12,0,1410,1410,2029,1410
0.24,0,0,3.33868435527208,-4.13970529460315,104.807707497074,0,0,16.343800280101,7.47838964987523,0,0,0,-12,0,1410,1410,2029,1410
0.245,0,0,3.86268158403233,-3.75621356244358,104.785871614981,0,0,16.3439333690546,7.61889514647591,0,0,0,-12,0,1410,1410,2029,1410
0.25,0,0,4.38649194148657,-3.36761725788932,104.733348788056,0,0,16.3436924990127,7.75410919937589,0,0,0,-12,0,1410,1410,2029,1410
0.255,0,0,4.90996775398025,-2.9741355756063,104.652426376334,0,0,16.3430752109173,7.88410332958655,0,0,0,-12,0,1410,1410,2029,1410
0.26,0,0,5.43297253010468,-2.57598405378369,104.545290220923,0,0,16.3420792246701,8.00895658388836,0,0,0,-12,0,1410,1410,2029,1410
0.265,0,0,5.95538045778559,-2.17337426584718,104.414026544353,0,0,16.3407025577196,8.12875472363278,0,0,0,-12,0,1410,1410,2029,1410
0.27,0,0,6.47707591112503,-1.76651378698886,104.26062392097,0,0,16.3389431500659,8.24358969811389,0,0,0,-12,0,1410,1410,2029,1410
0.275,0,0,6.99795296725014,-1.35560582123123,104.0869753505,0,0,16.3367992298553,8.35355878848136,0,0,0,-12,0,1410,1410,2029,1410
0.28,0,0,7.51791493393852,-0.940849092796772,103.894880464129,0,0,16.3342691851259,8.45876402673529,0,0,0,-12,0,1410,1410,2029,1410
0.285,0,0,8.0368738885622,-0.52243740052308,103.686047883121,0,0,16.3313521201461,8.55931128908528,0,0,0,-12,0,1410,1410,2029,1410
0.29,0,0,8.55475022882978,-0.100560382983449,103.462097449786,0,0,16.3280461668524,8.65531061181323,0,0,0,-12,0,1410,1410,2029,1410
0.295,0,0,9.07147223436474,0.324597453180257,103.224562522842,0,0,16.3243501646927,8.74687478118448,0,0,0,-12,0,1410,1410,2029,1410
0.3,0,0,9.58697564068826,0.752856530932167,102.974892512157,0,0,16.3202630942933,8.8341191097561,0,0,0,-12,0,1410,1410,2029,1410
0.305,0,0,10.1012032259342,1.18404283078415,102.714455524574,0,0,16.3157850797628,8.91716039515005,0,0,0,-12,0,1410,1410,2029,1410
0.31,0,0,10.6141044105721,1.61798627272905,102.444540692549,0,0,16.3109143624011,8.99611813784307,0,0,0,-12,0,1410,1410,2029,1410
0.315,0,0,11.1256348679991,2.05452238105612,102.166360535351,0,0,16.3056503191756,9.07111248694298,0,0,0,-12,0,1410,1410,2029,1410
0.32,0,0,11.6357561484032,2.49349176482046,101.881053674371,0,0,16.2999924503165,9.14226438358271,0,0,0,-12,0,1410,1410,2029,1410
0.325,0,0,12.1444353160526,2.93474096566561,101.589687626349,0,0,16.2939418342313,9.20969435038703,0,0,0,-12,0,1410,1410,2029,1410
0.33,0,0,12.6516446001233,3.37811994671092,101.293261096879,0,0,16.2874967439294,9.27352465341242,0,0,0,-12,0,1410,1410,2029,1410
0.335,0,0,13.1573610557785,3.82348452621067,100.992706281529,0,0,16.2806570238464,9.3338765295678,0,0,0,-12,0,1410,1410,2029,1410
0.34,0,0,13.6615662387798,4.27069553785681,100.688891644106,0,0,16.2734226248999,9.39087070092297,0,0,0,-12,0,1410,1410,2029,1410
0.345,0,0,14.1642458936482,4.71961992908018,100.382624747332,0,0,16.2657955174623,9.44462596456807,0,0,0,-12,0,1410,1410,2029,1410
0.35,0,0,14.6653896553602,5.17012732854948,100.074654407124,0,0,16.2577739344412,9.49526232681076,0,0,0,-12,0,1410,1410,2029,1410
0.355,0,0,15.1649907601728,5.62209330786174,99.7656728361929,0,0,16.2493581226182,9.54289745231108,0,0,0,-12,0,1410,1410,2029,1410
