config_id,point_id,plane_name,polar_name,alpha_deg,beta_deg,speed_m_s,control_parameter,density_kg_m3,ref_area_m2,ref_chord_m,ref_span_m,mass_kg,cg_x_m,cg_y_m,cg_z_m,CL_trim,CD_trim,Cm_trim,xNP_m,state_order,derivative_order,A11,A12,A13,A14,A21,A22,A23,A24,A31,A32,A33,A34,A41,A42,A43,A44
CFG014,23,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),2.0644418319729776,0,8.15203910165882,-0.7999999999999998,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.9097733630304544,0.028901841760774635,0.00304508691520696,0.147621350900189,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.058757063185398785,0.997107052992173,0,-9.81,-2.387410627305923,-7.663768028362797,6.928612037758462,0,-0.019560962721882163,-3.8941072711373788,-10.668961280433946,0,0,0,1,0
CFG014,24,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.8614045941214845,0,8.247019813622154,-0.6999999999999997,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8896680352789892,0.02822081354988275,0.0030471119924221825,0.1472288204360333,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.05742981280540462,0.987282950449709,0,-9.81,-2.3618519804262843,-7.758096806736755,7.009011829310293,0,-0.018652385190006168,-3.89385405536837,-10.793460988610965,0,0,0,1,0
CFG014,25,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.655824110554575,0,8.346575859781522,-0.5999999999999996,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8692883530265204,0.027546855948571314,0.003049135850306414,0.14679846796387164,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.055938899714824325,0.978384017540968,0,-9.81,-2.3356074772464495,-7.856789146498724,7.093248315498946,0,-0.018269138869593953,-3.8898903982848996,-10.923176406187476,0,0,0,1,0
CFG014,26,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.447622814216753,0,8.451097644346532,-0.5,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8486262008401717,0.026871330701295194,0.003047617873181116,0.1463256620793627,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.0555007524706306,0.9708923150897023,0,-9.81,-2.308645266446644,-7.960215800686238,7.1816493041329235,0,-0.01862396738098079,-3.8815474744385394,-11.058406929592419,0,0,0,1,0
CFG014,27,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.2367202597944762,0,8.560994412903847,-0.3999999999999999,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8276731688770684,0.02620306987425118,0.003049207192714683,0.14600757484683774,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.05405357138854909,0.9539525733447717,0,-9.81,-2.280923612114962,-8.068765604858573,7.274558245840817,0,-0.018498896037292812,-3.8938692981077794,-11.20365225189483,0,0,0,1,0
CFG014,28,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),1.0230011370315144,0,8.67675027531452,-0.2999999999999998,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.8064172880260688,0.025525891904598884,0.003047367729218051,0.14555424426540242,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.05216276253105996,0.9422623137454801,0,-9.81,-2.252395123631746,-8.182899027419268,7.372381717354642,0,-0.017781839729982638,-3.8902546966406533,-11.354263959725417,0,0,0,1,0
CFG014,29,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),0.8063697852889297,0,8.798884523894817,-0.19999999999999973,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.784848589355925,0.02485157984921586,0.003044035038750729,0.14507838002729637,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.05223997770631267,0.9303144972037112,0,-9.81,-2.223008639199846,-8.303109528810635,7.475555749817179,0,-0.018456103685631137,-3.884887987354165,-11.51325431759454,0,0,0,1,0
CFG014,30,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),0.5867283409684289,0,8.92799820519945,-0.09999999999999964,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.7629568794442811,0.024190089327036556,0.003040182289118258,0.1446954100165178,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.0501254942019877,0.9182648305270039,0,-9.81,-2.19271272941866,-8.429968058950863,7.584585292794341,0,-0.018024309929101978,-3.893161900665102,-11.682254101498463,0,0,0,1,0
CFG014,31,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),0.36393779709523777,0,9.064809929759754,0,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.7407277583975892,0.02351897529478439,0.0030339962253212384,0.14422635532768305,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04963155501140365,0.9167082039375326,0,-9.81,-2.1614488985065714,-8.564157852343339,7.700074425519205,0,-0.01846647744839526,-3.8915748797656025,-11.860341392311703,0,0,0,1,0
CFG014,32,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),0.13789207441358578,0,9.210125351942178,0.10000000000000009,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.7181501917482553,0.02285657125331838,0.0030299821427896404,0.14378551985961482,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04849340814439444,0.8961219032032723,0,-9.81,-2.129160849635129,-8.706444061922854,7.822700516957851,0,-0.018631522759397324,-3.8955023833083495,-12.050201579087348,0,0,0,1,0
CFG014,33,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-0.09156523387115645,0,9.364893260308806,0.20000000000000018,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.6952079962855169,0.022196785743954485,0.0030227985087788235,0.14328014479709142,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04694710053020387,0.8825537935533103,0,-9.81,-2.0957778232829374,-8.857728712782823,7.953261483448459,0,-0.0173519740742273,-3.8923631716624074,-12.251283948704023,0,0,0,1,0
CFG014,34,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-0.32455965194552655,0,9.53016061459776,0.30000000000000027,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.6718881514940789,0.021542436513090048,0.003015686162978588,0.14291040892228987,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04581032748997409,0.877354100125423,0,-9.81,-2.0612223966254883,-9.019006527254348,8.092637692537028,0,-0.01766133812687059,-3.9104718611817266,-12.468463380380133,0,0,0,1,0
CFG014,35,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-0.5612620401705937,0,9.707121787637744,0.40000000000000036,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.6481729961666151,0.020884397857463648,0.0030052264938254,0.142346816250371,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04591052050519573,0.8628095236492872,0,-9.81,-2.0253918711902474,-9.191413179774845,8.241833330441047,0,-0.018764523626908926,-3.9032612746998367,-12.69789562178844,0,0,0,1,0
CFG014,36,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-0.8018379235502779,0,9.89719893483011,0.5,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.6240454189415896,0.02025347464614339,0.002997417005821111,0.14191571231551542,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04472026030201912,0.8466213279182696,0,-9.81,-1.988182057232461,-9.376300414692256,8.402044575057444,0,-0.018150181573225496,-3.9178199486605196,-12.946630497768739,0,0,0,1,0
CFG014,37,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-1.0464836362977383,0,10.102172822766589,0.6000000000000001,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.5994851535712955,0.019613830050834356,0.0029882277731627296,0.14148541587071117,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04406626415283369,0.8465801337791956,0,-9.81,-1.9494893981268024,-9.575360978392295,8.574770177136275,0,-0.01857691692263761,-3.935804255693673,-13.215186453536177,0,0,0,1,0
CFG014,38,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-1.2953989954050178,0,10.324166334907835,0.7000000000000002,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.5744715831731718,0.019000724108288368,0.002977957620570783,0.14085511001183634,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.042631079205137846,0.8251577302459183,0,-9.81,-1.9091989916753724,-9.790612821579158,8.761797118817768,0,-0.01893007625168822,-3.926639527671972,-13.502309665897632,0,0,0,1,0
CFG014,39,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-1.548793270229867,0,10.565657285288747,0.8000000000000003,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.5489831321411802,0.01842441576354008,0.0029830058323561653,0.14031960254865103,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04316680642460536,0.8430980598544625,0,-9.81,-1.8671670476849442,-10.024411619628095,8.96521095577389,0,-0.021205531164096757,-3.9354708410427524,-13.816360787799702,0,0,0,1,0
CFG014,40,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-1.8069324237657673,0,10.82975522227101,0.9000000000000004,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.5229924117573582,0.01794468685899246,0.0029938101468086143,0.13977348697960118,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04568501283071153,0.8389567203383724,0,-9.81,-1.823230948303694,-10.279714456472002,9.187629772953505,0,-0.022417895425544784,-3.9468748648320346,-14.159752502934806,0,0,0,1,0
CFG014,41,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-2.0700636188711354,0,11.119968356047599,1,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.4964739822618861,0.017551531157718743,0.003002469303873138,0.1393601195798627,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04561731511888123,0.8438309671219713,0,-9.81,-1.7771648049153177,-10.559857598541532,9.432005972171323,0,-0.0223269105153271,-3.9853693132700476,-14.539643895034462,0,0,0,1,0
CFG014,42,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-2.3385063503138865,0,11.441009162405457,1.1000000000000005,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.4693949848032922,0.017090914116185473,0.0029967841852388453,0.13881893892414074,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04423316543017581,0.7816631199994073,0,-9.81,-1.728743021343972,-10.869323160936835,9.702308027573,0,-0.023038141509628903,-4.0090929475310055,-14.957285303776798,0,0,0,1,0
CFG014,43,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-2.612566343940322,0,11.799200204502103,1.2000000000000002,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.4417240034965611,0.016550114967347505,0.002984817453272324,0.1384650873121862,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04291827013644726,0.7516994327441829,0,-9.81,-1.677765405729782,-11.21412430836364,10.003863325982609,0,-0.02183875529273805,-4.0734860177162675,-15.427927785442984,0,0,0,1,0
CFG014,44,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-2.8926236249102417,0,12.202450799280342,1.2999999999999998,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.41342200639016097,0.015966182139346214,0.00296048571189954,0.1379202524277396,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.040948524543736035,0.7497840793352506,0,-9.81,-1.623933819488595,-11.601785632673208,10.343335323091926,0,-0.02097672175053595,-4.114288797406102,-15.953428234924427,0,0,0,1,0
CFG014,45,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-3.1790882980782227,0,12.661147558981583,1.4000000000000004,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.38444690275046134,0.015395665371005127,0.0029292923940072097,0.13733111015346053,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04215230175993327,0.7048801837806609,0,-9.81,-1.5668849687208406,-12.042189652814196,10.729475618225043,0,-0.021279729549701754,-4.158214997450333,-16.54991762211157,0,0,0,1,0
CFG014,46,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-3.472422129603243,0,13.189243386255537,1.5,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.35475132928148007,0.014827744292735513,0.002893878455492402,0.13681561083269603,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.041868853693415704,0.7038304818998115,0,-9.81,-1.5061617027106848,-12.548613892660063,11.174042016230704,0,-0.02174460336726417,-4.230733951026658,-17.2378499999142,0,0,0,1,0
CFG014,47,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-3.773148652105863,0,13.806027088900853,1.6000000000000005,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.32428161913675074,0.014264376783372446,0.0028557941709955194,0.13620945000033455,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04348077841727121,0.6746436328284151,0,-9.81,-1.4411817444690298,-13.139415836599847,11.693290767455633,0,-0.022163583716484386,-4.303903097177946,-18.038546746389112,0,0,0,1,0
CFG014,48,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-4.081855958245172,0,14.539098570286908,1.7000000000000002,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.29297752848864417,0.013720577854743744,0.002810936892485975,0.13565224334723616,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.04356282001555133,0.6678219380859003,0,-9.81,-1.371195899704788,-13.840865883256805,12.31048576669255,0,-0.02256483825370559,-4.411642647731497,-18.990787243154543,0,0,0,1,0
CFG014,49,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-4.399229147922805,0,15.429721644285648,1.8000000000000007,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.26076890796398833,0.01317450172828039,0.002761463400434133,0.13495567651572743,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.045911490745709986,0.6450528022819723,0,-9.81,-1.2952143125875066,-14.692244992211405,13.06041324100624,0,-0.023458272568742455,-4.521084077078112,-20.14381911028562,0,0,0,1,0
CFG014,50,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-4.72604823180449,0,16.54285560015372,1.9000000000000004,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.22757594369212683,0.01267241952242754,0.0027096473379195707,0.1343235774178951,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.047723891670816775,0.6471220436860327,0,-9.81,-1.2118938910974861,-15.755398121252222,13.997843354008177,0,-0.024729072084027307,-4.690662743939404,-21.586865284505834,0,0,0,1,0
CFG014,51,（选定1）1.AR20.03.6 youhua a2.5-1翼梢反扭 上反6,T7-VLM2-Elev(g1.0),-5.063233909926402,0,17.988138590671433,2,1.225,1.7359216918244043,0.2801882028918979,6.294581594508789,6.606000000000001,0.11550723192904061,4.787382549898761e-17,0.021226863224315055,0.19330446563353398,0.012190640131517784,0.0026512948880717214,0.13363354367840727,"[u,w,q,theta]","[u_dot,w_dot,q_dot,theta_dot]",-0.051182849433364284,0.6323412890071564,0,-9.81,-1.1193242706827256,-17.13471924089449,15.21523080960087,0,-0.025832083087557144,-4.914235737889215,-23.45929432497433,0,0,0,1,0
