mavpackettype,TimeUS,NavRoll,Roll,NavPitch,Pitch,ThO,RdO,ThD,As,AsT,E2T,GU,ap_time_s
CTUN,2199998,0.2,0.2,-2.28,-2.28,45.29999923706055,0.0,0.0,0.0,2,0.9999942183494568,0,2.199998
CTUN,2239998,0.2,0.2,-2.32,-2.32,45.29999923706055,0.0,0.0,0.0,2,0.9999942183494568,0,2.239998
CTUN,2279998,0.21,0.21,-2.34,-2.34,45.099998474121094,0.0,0.0,12.524845123291016,1,0.9999903440475464,0,2.279998
CTUN,2319998,0.21,0.21,-2.37,-2.37,44.900001525878906,0.0,0.0,12.524845123291016,1,0.9999903440475464,0,2.319998
CTUN,2359998,0.21,0.21,-2.41,-2.41,44.70000076293945,0.0,0.0,12.524845123291016,1,0.9999903440475464,0,2.359998
CTUN,2399998,0.21,0.21,-2.45,-2.45,44.5,0.0,0.0,12.537099838256836,1,0.9999971389770508,0,2.399998
CTUN,2439998,0.21,0.21,-2.48,-2.48,44.29999923706055,0.0,0.0,12.537099838256836,1,0.9999971389770508,0,2.439998
CTUN,2479998,0.21,0.21,-2.98,-2.98,44.099998474121094,0.0,0.0,12.559369087219238,1,0.9999930262565613,0,2.479998
CTUN,2519998,0.21,0.21,-3.48,-3.48,43.900001525878906,0.0,0.0,12.559369087219238,1,0.9999930262565613,0,2.519998
CTUN,2559998,0.22,0.22,-3.97,-3.97,43.70000076293945,0.0,0.0,12.559369087219238,1,0.9999930262565613,0,2.559998
CTUN,2599998,0.22,0.22,-4.46,-4.46,43.5,0.0,0.0,12.5845308303833,1,0.9999940395355225,0,2.599998
CTUN,2639998,0.22,0.22,-4.95,-4.95,43.29999923706055,0.0,0.0,12.5845308303833,1,0.9999940395355225,0,2.639998
CTUN,2679998,0.22,0.22,-5.2,-5.2,43.099998474121094,0.0,0.0,12.617630958557129,1,0.9999849796295166,0,2.679998
CTUN,2719998,0.22,0.22,-5.2,-5.2,42.900001525878906,0.0,0.0,12.617630958557129,1,0.9999849796295166,0,2.719998
CTUN,2759998,0.22,0.22,-5.2,-5.2,42.70000076293945,0.0,0.0,12.617630958557129,1,0.9999849796295166,0,2.759998
CTUN,2799998,0.22,0.22,-5.2,-5.2,42.5,0.0,0.0,12.653241157531738,1,0.999983012676239,0,2.799998
CTUN,2839998,0.21,0.21,-5.19,-5.19,42.29999923706055,0.0,0.0,12.653241157531738,1,0.999983012676239,0,2.839998
CTUN,2879998,0.21,0.21,-5.19,-5.19,42.20000076293945,0.0,0.0,12.68925952911377,1,0.9999786019325256,0,2.879998
CTUN,2919998,0.21,0.21,-5.19,-5.19,42.0,0.0,0.0,12.68925952911377,1,0.9999786019325256,0,2.919998
CTUN,2959998,0.21,0.21,-5.19,-5.19,41.79999923706055,0.0,0.0,12.68925952911377,1,0.9999786019325256,0,2.959998
CTUN,2999998,0.21,0.21,-5.18,-5.18,41.599998474121094,0.0,0.0,12.725248336791992,1,0.99998539686203,0,2.999998
CTUN,3039998,0.21,0.21,-5.18,-5.18,41.400001525878906,0.0,0.0,12.725248336791992,1,0.99998539686203,0,3.039998
