Axis,Trial,Status,CompletionClass,FirstFinishedTime_s,FinishedText,RunDirectory
roll,1,FAIL,INCOMPLETE_TIMEOUT,NaN,,E:\动力学搭建\成品\UAV_Autotune_v5_4_1_Validation_Fix\results\v5_4_1\campaigns\20260825_175722_539_repeatability_level2\roll\trial_1\20260825_175723_637_native_roll_autotune_repeat_1
roll,2,FAIL,FAILED_COMMUNICATION,NaN,,E:\动力学搭建\成品\UAV_Autotune_v5_4_1_Validation_Fix\results\v5_4_1\campaigns\20260825_175722_539_repeatability_level2\roll\trial_2\20260825_181154_246_native_roll_autotune_repeat_2
roll,3,FAIL,INCOMPLETE_TIMEOUT,NaN,,E:\动力学搭建\成品\UAV_Autotune_v5_4_1_Validation_Fix\results\v5_4_1\campaigns\20260825_175722_539_repeatability_level2\roll\trial_3\20260825_181455_260_native_roll_autotune_repeat_3
pitch,1,FAIL,FAILED_OTHER,NaN,,E:\动力学搭建\成品\UAV_Autotune_v5_4_1_Validation_Fix\results\v5_4_1\campaigns\20260825_175722_539_repeatability_level2\pitch\trial_1\20260825_183208_910_native_pitch_autotune_repeat_1
pitch,2,FAIL,FAILED_OTHER,NaN,,E:\动力学搭建\成品\UAV_Autotune_v5_4_1_Validation_Fix\results\v5_4_1\campaigns\20260825_175722_539_repeatability_level2\pitch\trial_2\20260825_183539_150_native_pitch_autotune_repeat_2
pitch,3,FAIL,FAILED_OTHER,NaN,,E:\动力学搭建\成品\UAV_Autotune_v5_4_1_Validation_Fix\results\v5_4_1\campaigns\20260825_175722_539_repeatability_level2\pitch\trial_3\20260825_183725_186_native_pitch_autotune_repeat_3
