Time_s,Axis,Event,State,Action,Surface_deg,P_slew,D_slew,FF_single,FF,P,I,D,RMAX,TAU
5.439988,roll,ATRP_LOG_START;NEGATIVE_EXCITATION_START,DEMAND_NEG,NONE,-23.0260181427002,9.43532752990723,0.361736625432968,0,0.300000011920929,0.0840499997138977,0.586462497711182,0.00143499998375773,55,0.585349977016449
6.999988,roll,POSITIVE_EXCITATION_START;LOW_RATE,DEMAND_POS,LOW_RATE,-19.3561363220215,76.6154174804688,5.6734561920166,0,0.300000011920929,0.0840499997138977,0.586462497711182,0.00143499998375773,55,0.585349977016449
