time_s,roll_deg,p_deg_s,pitch_deg,flight_path_deg,q_deg_s,yaw_deg,r_deg_s,airspeed_mps,alpha_deg,beta_deg,aileron_left_deg,aileron_right_deg,elevator_deg,rudder_deg,pwm_left_us,pwm_right_us,pwm_elevator_us,pwm_rudder_us
0,0,0,0.393180357480759,5.55111512312578e-17,0,0,0,13,0.393180357480759,0,0,0,0.0364700877860353,22,1410,1410,1408,2029
0.005,9.8985544076201e-05,0.0400958258799857,0.393180434410597,0.000620841230233926,4.52063473241344e-05,-0.00123027247004777,-0.491888056043175,12.9999010414893,0.392559593180363,0.0187680673717764,0,0,0.0354990928495609,22,1410,1410,1408,2029
0.01,0.000339780336386055,0.063717108006602,0.39318169137262,0.00121844721433351,0.000464038292976827,-0.00491667085715262,-0.982382632576461,12.9998030859199,0.391963244158286,0.0399033621735355,0,0,0.030773379052464,22,1410,1410,1408,2029
0.015,0.000643727897585584,0.0723086589202587,0.393188782957628,0.0017868199659794,0.00235515490601973,-0.011051575734378,-1.47122631790266,12.9997062938378,0.391401962991648,0.0633950647601461,0,0,0.0266767622012163,22,1410,1410,1408,2029
0.02,0.000939098317674579,0.0671951806109297,0.393208507000194,0.00232889552650695,0.00548353490862368,-0.0196261287345332,-1.95818073333385,12.9996108249234,0.390879611473687,0.0892309113512809,0,0,0.0231254955891254,22,1410,1410,1408,2029
0.025,0.00116051161244888,0.0495913709127235,0.393246559729166,0.00285055686535773,0.0096474092558846,-0.0306303282671753,-2.44302761799852,12.9995859975454,0.390396002863809,0.117396809428054,0,0,0.0200469810469831,22,1410,1410,1408,2029
0.03,0.00124840923881584,0.0206109190618585,0.393307681248609,0.00335324007434429,0.0146738478543792,-0.0440531266360331,-2.92556481359693,12.9995627704271,0.389954441174264,0.147878397583903,0,0,0.0173782848263404,22,1410,1410,1408,2029
0.035,0.00114856929899314,-0.0187249784068088,0.393395779936485,0.00383909055526394,0.0204145748652687,-0.0598824944869228,-3.4056024049968,12.9995412789011,0.389556689381221,0.180659735399577,0,0,0.0150648510515184,22,1410,1410,1408,2029
0.04,0.00081166332286195,-0.0674797293544558,0.393514039971668,0.00431000854305191,0.0267427592272625,-0.078105487924605,-3.88296416256779,12.9995216507341,0.389204031428616,0.21572383926465,0,0,0.0130593864395896,22,1410,1410,1408,2029
0.045,0.000192850471800576,-0.124794255983272,0.393665014600468,0.00476763047437118,0.0335501215044512,-0.098708314357953,-4.35748645617324,12.9995035905084,0.388897384126097,0.2530527707283,0,0,0.0113208934887774,22,1410,1410,1408,2029
0.05,-0.000748594160044686,-0.189880498687099,0.39385070685197,0.00521337514116554,0.0407444199759414,-0.121676393155998,-4.82901728914549,12.9994876265782,0.388637331710804,0.292627690251845,0,0,0.00981383237084689,22,1410,1410,1408,2029
0.055,-0.00204962001892604,-0.262015465893419,0.394072639396779,0.00564841601376115,0.048247267096046,-0.146994411741268,-5.29741541358002,12.9994738639714,0.388424223383018,0.334428946572765,0,0,0.0085073943941401,22,1410,1410,1408,2029
0.06,-0.00374371296539037,-0.340535782374298,0.394331914990194,0.00607369113147582,0.055992228561556,-0.174646377301463,-5.7625494896853,12.9994624000863,0.388258223858718,0.37843613367894,0,0,0.00737487218473864,22,1410,1410,1408,2029
0.065,-0.00586118095222826,-0.424832694883272,0.394629268756949,0.00648990848814418,0.0639231716627863,-0.204615664503933,-6.22429732964569,12.9994533308107,0.388139360268804,0.424628149267676,0,0,0.00639311371043226,22,1410,1410,1408,2029
0.07,-0.00842941571055608,-0.514347497044845,0.39496511341079,0.00689755121540825,0.0719928297577731,-0.236885059568499,-6.68254520408972,12.9994467320271,0.388067562195382,0.472983249425902,0,0,0.00554204898616361,22,1410,1410,1408,2029
0.075,-0.0114731324629317,-0.608567338438083,0.395339578355243,0.00729688447419269,0.0801615547839299,-0.271436800998333,-7.13718720638337,12.9994426780348,0.38804269388105,0.523479098100788,0,0,0.00480427978543813,22,1410,1410,1408,2029
0.08,-0.0150145895131472,-0.707021385771323,0.395752543486576,0.00768796228901514,0.0883962334661211,-0.308252617249987,-7.58812467037492,12.9994412353574,0.388064581197561,0.576092813484165,0,0,0.00416472397021286,22,1410,1410,1408,2029
0.085,-0.0190737894069324,-0.809277306650483,0.396203668410892,0.00807063483162634,0.0966693459329425,-0.34731376159742,-8.03526563647522,12.9994424624445,0.388133033579265,0.630801010761023,0,0,0.00361030716833736,22,1410,1410,1408,2029
0.09,-0.0236686632154388,-0.914938048929136,0.396692417692669,0.00844455603145072,0.104958148295733,-0.388601044423708,-8.47852436226125,12.9994464104178,0.388247861661219,0.687579841623985,0,0,0.00312969549554132,22,1410,1410,1408,2029
0.095,-0.0288152393629825,-1.02363889087153,0.397218082670238,0.00880919134719699,0.113243963135828,-0.432094863155208,-8.91782087384996,12.9994531222543,0.388408891323041,0.746405030934368,0,0,0.00271306385803246,22,1410,1410,1408,2029
