"TimeUS","DesRoll","Roll","DesPitch","Pitch","DesYaw","Yaw","AEKF","ap_time_s"
"16959978","0","-1.2279458","5.79","4.8729124","0","124.625786","0","16.959978"
"16999978","0","-1.1289717","5.74","4.8639464","0","124.540115","0","16.999978"
"17039978","0","-1.04058","5.7799997","4.8528323","0","124.43436","0","17.039978"
"17079978","0","-0.96724546","5.7799997","4.83876","0","124.30675","0","17.079978"
"17119978","0","-0.90903646","5.73","4.822535","0","124.16077","0","17.119978"
"17159978","0","-0.8663659","5.73","4.8050923","0","123.99799","0","17.159978"
"17199978","0","-0.8391107","5.7799997","4.7878265","0","123.82204","0","17.199978"
"17239978","0","-0.8251994","5.72","4.7733393","0","123.63812","0","17.239978"
"17279978","0","-0.8222526","5.72","4.760383","0","123.44897","0","17.279978"
"17319978","0","-0.8263285","5.72","4.7504907","0","123.26048","0","17.319978"
"17359978","0","-0.8340744","5.72","4.74419","0","123.0767","0","17.359978"
"17399978","0","-0.8430112","5.72","4.7415123","0","122.902374","0","17.399978"
"17439978","0","-0.85247344","5.72","4.7430043","0","122.74178","0","17.439978"
"17479978","0","-0.85914505","5.67","4.7475147","0","122.59541","0","17.479978"
"17519978","0","-0.8622566","5.72","4.7543054","0","122.46781","0","17.519978"
"17559978","0","-0.8587091","5.72","4.762661","0","122.359146","0","17.559978"
"17599978","0","-0.8462388","5.67","4.7711773","0","122.26953","0","17.599978"
"17639978","0","-0.8259457","5.67","4.780229","0","122.19899","0","17.639978"
"17679978","0","-0.7966925","5.71","4.7874584","0","122.14483","0","17.679978"
"17719978","0","-0.75791997","5.66","4.791344","0","122.10696","0","17.719978"
"17759978","0","-0.7110937","5.66","4.7922316","0","122.082085","0","17.759978"
"17799978","0","-0.6580473","5.6099997","4.790211","0","122.06778","0","17.799978"
"17839978","0","-0.5988093","5.66","4.786076","0","122.06209","0","17.839978"
"17879978","0","-0.53584135","5.66","4.7785583","0","122.059326","0","17.879978"
"17919978","0","-0.4709228","5.6099997","4.7689567","0","122.05882","0","17.919978"
"17959978","0","-0.40746462","5.6099997","4.758822","0","122.05698","0","17.959978"
"17999978","0","-0.3465874","5.65","4.7492127","0","122.051445","0","17.999978"
"18039978","0","-0.2888358","5.6","4.741033","0","122.04117","0","18.039978"
"18079978","0","-0.23660895","5.6","4.73332","0","122.02343","0","18.079978"
"18119978","0","-0.19094534","5.5499997","4.7265754","0","121.99846","0","18.119978"
"18159978","0","-0.15207668","5.5499997","4.7208433","0","121.96548","0","18.159978"
"18199978","0","-0.120436266","5.6","4.7162704","0","121.92459","0","18.199978"
"18239978","0","-0.096800774","5.5499997","4.7131886","0","121.87655","0","18.239978"
"18279978","0","-0.08064754","5.5499997","4.710902","0","121.821526","0","18.279978"
"18319978","0","-0.07088544","5.49","4.709221","0","121.76158","0","18.319978"
"18359978","0","-0.068034284","5.5299997","4.707713","0","121.69845","0","18.359978"
"18399978","0","-0.07049842","5.5299997","4.7049766","0","121.633354","0","18.399978"
"18439978","0","-0.07697622","5.49","4.702445","0","121.56824","0","18.439978"
"18479978","0","-0.08504034","5.49","4.698773","0","121.50391","0","18.479978"
"18519978","0","-0.09439102","5.49","4.6931343","0","121.44308","0","18.519978"
"18559978","0","-0.10346637","5.48","4.6860166","0","121.38658","0","18.559978"
"18599978","0","-0.112166345","5.48","4.676447","0","121.335396","0","18.599978"
"18639978","0","-0.12010297","5.43","4.666249","0","121.290764","0","18.639978"
"18679978","0","-0.12599607","5.43","4.6555696","0","121.25302","0","18.679978"
"18719978","0","-0.13019007","5.43","4.6444664","0","121.22285","0","18.719978"
"18759978","0","-0.13219048","5.43","4.633275","0","121.19954","0","18.759978"
"18799978","0","-0.1314752","5.43","4.6225677","0","121.18279","0","18.799978"
"18839978","0","-0.12836306","5.38","4.6129084","0","121.17268","0","18.839978"
"18879978","0","-0.12107405","5.38","4.605621","0","121.16719","0","18.879978"
"18919978","0","-0.10917823","5.38","4.6002254","0","121.16629","0","18.919978"
"18959978","0","-0.09428207","5.33","4.5972137","0","121.16878","0","18.959978"
"18999978","0","-0.07729094","5.37","4.595951","0","121.17268","0","18.999978"
"19039978","0","-0.05874418","5.37","4.5943036","0","121.17567","0","19.039978"
"19079978","0","-0.040499657","5.3199997","4.5926743","0","121.17776","0","19.079978"
"19119978","0","-0.024795048","5.3199997","4.591949","0","121.17938","0","19.119978"
"19159978","0","-0.011100091","5.27","4.5909123","0","121.17927","0","19.159978"
"19199978","0","0.0011428102","5.27","4.58855","0","121.176865","0","19.199978"
"19239978","0","0.012164019","5.3199997","4.5857897","0","121.17175","0","19.239978"
"19279978","0","0.021895375","5.27","4.5806627","0","121.163956","0","19.279978"
"19319978","0","0.030479884","5.27","4.5740128","0","121.15296","0","19.319978"
"19359978","0","0.037894055","5.22","4.5673933","0","121.13886","0","19.359978"
"19399978","0","0.04349422","5.22","4.559934","0","121.1216","0","19.399978"
"19439978","0","0.04831171","5.22","4.553121","0","121.101654","0","19.439978"
"19479978","0","0.05193275","5.17","4.54532","0","121.08002","0","19.479978"
"19519978","0","0.054785576","5.21","4.536015","0","121.05649","0","19.519978"
"19559978","0","0.057045817","5.16","4.5258594","0","121.03215","0","19.559978"
"19599978","0","0.05840032","5.16","4.515655","0","121.00699","0","19.599978"
"19639978","0","0.058771025","5.16","4.5061507","0","120.98221","0","19.639978"
"19679978","0","0.058902435","5.1099997","4.4974785","0","120.95854","0","19.679978"
"19719978","0","0.058854695","5.1099997","4.489634","0","120.93644","0","19.719978"
"19759978","0","0.05688831","5.1099997","4.482958","0","120.9165","0","19.759978"
"19799978","0","0.052984666","5.1099997","4.477248","0","120.89956","0","19.799978"
"19839978","0","0.047941115","5.1099997","4.472836","0","120.885994","0","19.839978"
"19879978","0","0.0431742","5.0499997","4.467942","0","120.87593","0","19.879978"
"19919978","0","0.03900556","5.0499997","4.463641","0","120.869644","0","19.919978"
"19959978","0","0.035452947","5.0499997","4.4600887","0","120.867294","0","19.959978"
"19999978","0","0.033186007","5.0099998","4.456973","0","120.868576","0","19.999978"
"20039978","0","0.03300262","5.0099998","4.454277","0","120.872215","0","20.039978"
"20079978","0","0.036280386","4.96","4.4510217","0","120.87844","0","20.079978"
"20119978","0","0.04246387","4.96","4.446417","0","120.88625","0","20.119978"
"20159978","0","0.050325856","5","4.4405518","0","120.894844","0","20.159978"
"20199978","0","0.05938403","4.95","4.432318","0","120.904","0","20.199978"
"20239978","0","0.06846313","4.95","4.4232717","0","120.913055","0","20.239978"
"20279978","0","0.07486106","4.95","4.41395","0","120.9219","0","20.279978"
"20319978","0","0.0796363","4.89","4.4039335","0","120.92956","0","20.319978"
"20359978","0","0.08287285","4.89","4.393794","0","120.93614","0","20.359978"
"20399978","0","0.08518535","4.85","4.3832436","0","120.94117","0","20.399978"
"20439978","0","0.086783074","4.85","4.373208","0","120.94509","0","20.439978"
"20479978","0","0.08745318","4.85","4.362833","0","120.947754","0","20.479978"
"20519978","0","0.0872965","4.7999997","4.351974","0","120.94829","0","20.519978"
"20559978","0","0.08693818","4.85","4.3409333","0","120.94756","0","20.559978"
"20599978","0","0.085427545","4.79","4.3292856","0","120.945335","0","20.599978"
"20639978","0","0.08323675","4.79","4.318111","0","120.942345","0","20.639978"
"20679978","0","0.08040962","4.79","4.3085485","0","120.93871","0","20.679978"
"20719978","0","0.07751726","4.75","4.3008895","0","120.934364","0","20.719978"
"20759978","0","0.074191205","4.75","4.2943215","0","120.93002","0","20.759978"
"20799978","0","0.07028331","4.69","4.288728","0","120.92576","0","20.799978"
"20839978","0","0.06633169","4.69","4.2843356","0","120.92158","0","20.839978"
"20879978","0","0.06274208","4.69","4.2800627","0","120.91829","0","20.879978"
"20919978","0","0.058531217","4.65","4.273892","0","120.91546","0","20.919978"
"20959978","0","0.055114113","4.65","4.2653484","0","120.91464","0","20.959978"
"20999978","0","0.051773366","4.65","4.254765","0","120.91463","0","20.999978"
"21039978","0","0.048470948","4.6","4.242932","0","120.91557","0","21.039978"
"21079978","0","0.04568755","4.6","4.2296267","0","120.918564","0","21.079978"
"21119978","0","0.04324493","4.5499997","4.215329","0","120.92261","0","21.119978"
"21159978","0","0.041514598","4.5499997","4.199851","0","120.92816","0","21.159978"
"21199978","0","0.039882544","4.5499997","4.184214","0","120.935104","0","21.199978"
"21239978","0","0.03856261","4.5","4.1688457","0","120.94307","0","21.239978"
"21279978","0","0.038103063","4.5","4.154146","0","120.95245","0","21.279978"
"21319978","0","0.037723616","4.44","4.140464","0","120.96187","0","21.319978"
"21359978","0","0.037759174","4.44","4.1276417","0","120.97185","0","21.359978"
"21399978","0","0.037856467","4.44","4.1149015","0","120.982285","0","21.399978"
"21439978","0","0.037759274","4.4","4.102767","0","120.992584","0","21.439978"
"21479978","0","0.037865512","4.4","4.0912704","0","121.00333","0","21.479978"
"21519978","0","0.037323795","4.4","4.079505","0","121.012886","0","21.519978"
"21559978","0","0.036706004","4.35","4.0675507","0","121.02201","0","21.559978"
"21599978","0","0.03642636","4.35","4.056324","0","121.03096","0","21.599978"
"21639978","0","0.03632368","4.2999997","4.045153","0","121.03879","0","21.639978"
"21679978","0","0.036265288","4.2999997","4.033565","0","121.04672","0","21.679978"
"21719978","0","0.035462268","4.2999997","4.0218015","0","121.05308","0","21.719978"
"21759978","0","0.034155972","4.25","4.0089526","0","121.05854","0","21.759978"
"21799978","0","0.032593373","4.25","3.9955587","0","121.06406","0","21.799978"
"21839978","0","-1.68595","4.25","-11.38131","0","137.60841","3","21.839978"
"21879978","0","-1.6431117","4.19","-11.503044","0","137.81046","3","21.879978"
"21919978","0","-1.5925406","4.19","-11.292799","0","137.9778","3","21.919978"
"21959978","0","-1.5127753","4.19","-10.495076","0","138.09373","3","21.959978"
"21999978","0","-1.4145421","4.15","-9.112443","0","138.15837","3","21.999978"
"22039978","0","-1.1971366","4.15","-6.8121996","0","138.16328","3","22.039978"
"22079978","0","-0.9758293","4.1","-4.205937","0","138.12427","3","22.079978"
"22119978","0","-0.76048857","4.0499997","-1.4842371","0","138.06425","3","22.119978"
"22159978","0","-0.55747616","4","1.1560102","0","137.98653","3","22.159978"
"22199978","0","-0.37698597","3.9499998","3.519072","0","137.89816","3","22.199978"
"22239978","0","-0.16646554","3.85","5.9648523","0","137.8166","3","22.239978"
"22279978","0","0.008091904","3.75","7.838899","0","137.71286","3","22.279978"
"22319978","0","0.15095009","3.6","9.098631","0","137.62314","3","22.319978"
"22359978","0","0.26589656","3.5","9.752482","0","137.53468","3","22.359978"
"22399978","0","0.35641414","3.35","9.831215","0","137.45067","3","22.399978"
"22439978","0","0.4991471","3.1899998","9.865892","0","137.41133","3","22.439978"
"22479978","0","0.62747014","3","9.464342","0","137.34543","3","22.479978"
"22519978","0","0.7401984","2.85","8.736407","0","137.31026","3","22.519978"
"22559978","0","0.8455304","2.7","7.794066","0","137.28166","3","22.559978"
"22599978","0","0.9426122","2.55","6.7322354","0","137.25923","3","22.599978"
"22639978","0","1.0780569","2.3899999","5.806135","0","137.2793","3","22.639978"
"22679978","0","1.2038553","2.3","4.9004107","0","137.27016","3","22.679978"
"22719978","0","1.3136727","2.2","4.0815806","0","137.29462","3","22.719978"
"22759978","0","1.4088261","2.05","3.3977456","0","137.32368","3","22.759978"
"22799978","0","1.487107","2","2.8736072","0","137.35579","3","22.799978"
"22839978","0","1.5554968","1.9","2.6079428","0","137.42468","3","22.839978"
"22879978","0","1.6031888","1.8","2.508079","0","137.46216","3","22.879978"
"22919978","0","1.6296109","1.75","2.559644","0","137.52977","3","22.919978"
"22959978","0","1.6361206","1.6999999","2.7360032","0","137.59453","3","22.959978"
"22999978","0","1.6245817","1.65","2.991934","0","137.65163","3","22.999978"
"23039978","0","1.5848047","1.5899999","3.3348324","0","137.73032","3","23.039978"
"23079978","0","1.5294752","1.55","3.657091","0","137.76152","3","23.079978"
"23119978","0","1.4625485","1.5","3.912387","0","137.80385","3","23.119978"
"23159978","0","1.3860047","1.4499999","4.065802","0","137.82483","3","23.159978"
"23199978","0","1.3008157","1.4","4.094713","0","137.8208","3","23.199978"
"23239978","0","1.182899","1.4","4.036648","0","137.81741","3","23.239978"
"23279978","0","1.0607618","1.35","3.845259","0","137.75702","3","23.279978"
"23319978","0","0.937878","1.3","3.5328414","0","137.70142","3","23.319978"
"23359978","0","0.81538224","1.25","3.1231008","0","137.62337","3","23.359978"
"23399978","0","0.69454545","1.1899999","2.6445143","0","137.52242","3","23.399978"
"23439978","0","0.53827244","1.1899999","2.1763783","0","137.4199","3","23.439978"
"23479978","0","0.38819575","1.15","1.7019284","0","137.2703","3","23.479978"
"23519978","0","0.24420574","1.1","1.2515879","0","137.13461","3","23.519978"
"23559978","0","0.10731193","1.1","0.8519653","0","136.98665","3","23.559978"
"23599978","0","-0.019594073","1.04","0.52421176","0","136.82666","3","23.599978"
"23639978","0","-0.17725334","1.04","0.32654032","0","136.66951","3","23.639978"
"23679978","0","-0.32149237","1","0.22186325","0","136.47691","3","23.679978"
"23719978","0","-0.4533002","1","0.2090531","0","136.30573","3","23.719978"
"23759978","0","-0.571625","1","0.2789659","0","136.13016","3","23.759978"
"23799978","0","-0.67493814","1","0.41623783","0","135.94984","3","23.799978"
"23839978","0","-0.8026022","0.95","0.63772696","0","135.77171","3","23.839978"
"23879978","0","-0.91223544","0.95","0.8812522","0","135.56485","3","23.879978"
"23919978","0","-1.0041466","0.95","1.1232297","0","135.38234","3","23.919978"
"23959978","0","-1.0804405","0.95","1.3416263","0","135.19963","3","23.959978"
"23999978","0","-1.1399713","0.95","1.5184821","0","135.01598","3","23.999978"
