"TimeUS","Name","Value","Default","ap_time_s"
"3059985","SIM_SONAR_GLITCH","0","0","3.059985"
"3059985","SIM_SONAR_RND","0","0","3.059985"
"3059985","SIM_RC_FAIL","0","0","3.059985"
"3059985","SIM_FLOAT_EXCEPT","1","1","3.059985"
"3059985","SIM_CAN_SRV_MSK","0","0","3.059985"
"3059985","SIM_CAN_TYPE1","1","1","3.059985"
"3059985","SIM_CAN_TYPE2","1","1","3.059985"
"3059985","SIM_SONAR_SCALE","12.1212","12.1212","3.059985"
"3059985","SIM_FLOW_ENABLE","0","0","3.059985"
"3059985","SIM_TERRAIN","1","1","3.059985"
"3059985","SIM_FLOW_RATE","10","10","3.059985"
"3059985","SIM_FLOW_DELAY","0","0","3.059985"
"3059985","SIM_ADSB_COUNT","-1","-1","3.059985"
"3059985","SIM_ADSB_RADIUS","10000","10000","3.059985"
"3059985","SIM_ADSB_ALT","1000","1000","3.059985"
"3059985","SIM_PIN_MASK","0","0","3.059985"
"3059985","SIM_ADSB_TX","0","0","3.059985"
"3059985","SIM_SPEEDUP","1","1","3.059985"
"3059985","SIM_IMU_POS_X","0","0","3.059985"
"3059985","SIM_IMU_POS_Y","0","0","3.059985"
"3059985","SIM_IMU_POS_Z","0","0","3.059985"
"3059985","SIM_IMUT_START","25","25","3.059985"
"3059985","SIM_IMUT_END","45","45","3.059985"
"3059985","SIM_IMUT_TCONST","300","300","3.059985"
"3059985","SIM_IMUT_FIXED","0","0","3.059985"
"3059985","SIM_ACC1_BIAS_X","0","0","3.059985"
"3059985","SIM_ACC1_BIAS_Y","0","0","3.059985"
"3059985","SIM_ACC1_BIAS_Z","0","0","3.059985"
"3059985","SIM_ACC2_BIAS_X","0","0","3.059985"
"3059985","SIM_ACC2_BIAS_Y","0","0","3.059985"
"3059985","SIM_ACC2_BIAS_Z","0","0","3.059985"
"3059985","SIM_ACC3_BIAS_X","0","0","3.059985"
"3059985","SIM_ACC3_BIAS_Y","0","0","3.059985"
"3059985","SIM_ACC3_BIAS_Z","0","0","3.059985"
"3059985","SIM_GYR1_RND","0","0","3.059985"
"3059985","SIM_GYR2_RND","0","0","3.059985"
"3059985","SIM_GYR3_RND","0","0","3.059985"
"3059985","SIM_ACC1_RND","0","0","3.059985"
"3059985","SIM_ACC2_RND","0","0","3.059985"
"3059985","SIM_ACC3_RND","0","0","3.059985"
"3059985","SIM_GYR1_SCALE_X","0","0","3.059985"
"3059985","SIM_GYR1_SCALE_Y","0","0","3.059985"
"3059985","SIM_GYR1_SCALE_Z","0","0","3.059985"
"3059985","SIM_GYR2_SCALE_X","0","0","3.059985"
"3059985","SIM_GYR2_SCALE_Y","0","0","3.059985"
"3059985","SIM_GYR2_SCALE_Z","0","0","3.059985"
"3059985","SIM_GYR3_SCALE_X","0","0","3.059985"
"3059985","SIM_GYR3_SCALE_Y","0","0","3.059985"
"3059985","SIM_GYR3_SCALE_Z","0","0","3.059985"
"3059985","SIM_ACCEL1_FAIL","0","0","3.059985"
"3059985","SIM_ACCEL2_FAIL","0","0","3.059985"
"3059985","SIM_ACCEL3_FAIL","0","0","3.059985"
"3059985","SIM_GYR_FAIL_MSK","0","0","3.059985"
"3059985","SIM_ACC_FAIL_MSK","0","0","3.059985"
"3059985","SIM_ACC1_SCAL_X","0","0","3.059985"
"3059985","SIM_ACC1_SCAL_Y","0","0","3.059985"
"3059985","SIM_ACC1_SCAL_Z","0","0","3.059985"
"3059985","SIM_ACC2_SCAL_X","0","0","3.059985"
"3059985","SIM_ACC2_SCAL_Y","0","0","3.059985"
"3059985","SIM_ACC2_SCAL_Z","0","0","3.059985"
"3059985","SIM_ACC3_SCAL_X","0","0","3.059985"
"3059985","SIM_ACC3_SCAL_Y","0","0","3.059985"
"3059985","SIM_ACC3_SCAL_Z","0","0","3.059985"
"3059985","SIM_ACC_TRIM_X","0","0","3.059985"
"3059985","SIM_ACC_TRIM_Y","0","0","3.059985"
"3059985","SIM_ACC_TRIM_Z","0","0","3.059985"
"3059985","SIM_JSON_MASTER","0","0","3.059985"
"3059985","SIM_OH_MASK","0","0","3.059985"
"3059985","SIM_GYR_FILE_RW","0","0","3.059985"
"3059985","SIM_ACC_FILE_RW","0","0","3.059985"
"3059985","SIM_GYR1_BIAS_X","0","0","3.059985"
"3059985","SIM_GYR1_BIAS_Y","0","0","3.059985"
"3059985","SIM_GYR1_BIAS_Z","0","0","3.059985"
"3059985","SIM_GYR2_BIAS_X","0","0","3.059985"
"3059985","SIM_GYR2_BIAS_Y","0","0","3.059985"
"3059985","SIM_GYR2_BIAS_Z","0","0","3.059985"
"3059985","SIM_GYR3_BIAS_X","0","0","3.059985"
"3059985","SIM_GYR3_BIAS_Y","0","0","3.059985"
"3059985","SIM_GYR3_BIAS_Z","0","0","3.059985"
"3059985","SIM_OH_RELAY_MSK","-1","65535","3.059985"
"3059985","SIM_CLAMP_CH","0","0","3.059985"
"3059985","SIM_IMUT1_ENABLE","0","0","3.059985"
"3059985","SIM_IMUT2_ENABLE","0","0","3.059985"
"3059985","SIM_IMUT3_ENABLE","0","0","3.059985"
"3059985","SIM_SONAR_POS_X","0","0","3.059985"
"3059985","SIM_SONAR_POS_Y","0","0","3.059985"
"3059985","SIM_SONAR_POS_Z","0","0","3.059985"
"3059985","SIM_FLOW_POS_X","0","0","3.059985"
"3059985","SIM_FLOW_POS_Y","0","0","3.059985"
"3059985","SIM_FLOW_POS_Z","0","0","3.059985"
"3059985","SIM_ENGINE_FAIL","0","0","3.059985"
"3059985","SIM_SHIP_ENABLE","0","0","3.059985"
"3059985","SIM_SHIP_SPEED","3","3","3.059985"
"3059985","SIM_SHIP_PSIZE","1000","1000","3.059985"
"3059985","SIM_SHIP_SYSID","17","17","3.059985"
"3059985","SIM_SHIP_DSIZE","10","10","3.059985"
"3059985","SIM_SHIP_OFS_X","0","0","3.059985"
"3059985","SIM_SHIP_OFS_Y","0","0","3.059985"
"3059985","SIM_SHIP_OFS_Z","0","0","3.059985"
"3059985","SIM_SLUP_ENABLE","0","0","3.059985"
"3059985","SIM_TETH_ENABLE","0","0","3.059985"
"3059985","SIM_MAG_RND","0","0","3.059985"
"3059985","SIM_MAG_MOT_X","0","0","3.059985"
"3059985","SIM_MAG_MOT_Y","0","0","3.059985"
"3059985","SIM_MAG_MOT_Z","0","0","3.059985"
"3059985","SIM_MAG_DELAY","0","0","3.059985"
"3059985","SIM_MAG1_OFS_X","5","0","3.059985"
"3059985","SIM_MAG1_OFS_Y","13","0","3.059985"
"3059985","SIM_MAG1_OFS_Z","-18","0","3.059985"
"3059985","SIM_MAG_ALY_X","0","0","3.059985"
"3059985","SIM_MAG_ALY_Y","0","0","3.059985"
"3059985","SIM_MAG_ALY_Z","0","0","3.059985"
"3059985","SIM_MAG_ALY_HGT","1","1","3.059985"
"3059985","SIM_MAG1_DIA_X","0","0","3.059985"
"3059985","SIM_MAG1_DIA_Y","0","0","3.059985"
"3059985","SIM_MAG1_DIA_Z","0","0","3.059985"
"3059985","SIM_MAG1_ODI_X","0","0","3.059985"
"3059985","SIM_MAG1_ODI_Y","0","0","3.059985"
"3059985","SIM_MAG1_ODI_Z","0","0","3.059985"
"3059985","SIM_MAG1_ORIENT","0","0","3.059985"
"3059985","SIM_MAG1_SCALING","1","1","3.059985"
"3059985","SIM_MAG1_DEVID","97539","97539","3.059985"
"3059985","SIM_MAG2_DEVID","131874","131874","3.059985"
"3059985","SIM_MAG3_DEVID","263178","263178","3.059985"
"3059985","SIM_MAG4_DEVID","97283","97283","3.059985"
"3059985","SIM_MAG5_DEVID","97795","97795","3.059985"
"3059985","SIM_MAG6_DEVID","98051","98051","3.059985"
"3059985","SIM_MAG7_DEVID","0","0","3.059985"
"3059985","SIM_MAG8_DEVID","0","0","3.059985"
"3059985","SIM_MAG1_FAIL","0","0","3.059985"
"3059985","SIM_MAG2_OFS_X","5","0","3.059985"
"3059985","SIM_MAG2_OFS_Y","13","0","3.059985"
"3059985","SIM_MAG2_OFS_Z","-18","0","3.059985"
"3059985","SIM_MAG2_DIA_X","0","0","3.059985"
"3059985","SIM_MAG2_DIA_Y","0","0","3.059985"
"3059985","SIM_MAG2_DIA_Z","0","0","3.059985"
"3059985","SIM_MAG2_ODI_X","0","0","3.059985"
"3059985","SIM_MAG2_ODI_Y","0","0","3.059985"
"3059985","SIM_MAG2_ODI_Z","0","0","3.059985"
"3059985","SIM_MAG2_ORIENT","0","0","3.059985"
"3059985","SIM_MAG2_FAIL","0","0","3.059985"
"3059985","SIM_MAG2_SCALING","1","1","3.059985"
"3059985","SIM_MAG3_OFS_X","5","0","3.059985"
"3059985","SIM_MAG3_OFS_Y","13","0","3.059985"
"3059985","SIM_MAG3_OFS_Z","-18","0","3.059985"
"3059985","SIM_MAG3_DIA_X","0","0","3.059985"
"3059985","SIM_MAG3_DIA_Y","0","0","3.059985"
"3059985","SIM_MAG3_DIA_Z","0","0","3.059985"
"3059985","SIM_MAG3_ODI_X","0","0","3.059985"
"3059985","SIM_MAG3_ODI_Y","0","0","3.059985"
"3059985","SIM_MAG3_ODI_Z","0","0","3.059985"
"3059985","SIM_MAG3_FAIL","0","0","3.059985"
"3059985","SIM_MAG3_SCALING","1","1","3.059985"
"3059985","SIM_MAG3_ORIENT","0","0","3.059985"
"3059985","SIM_MAG_SAVE_IDS","1","1","3.059985"
"3059985","SIM_INIT_LAT_OFS","0","0","3.059985"
"3059985","SIM_INIT_LON_OFS","0","0","3.059985"
"3059985","SIM_INIT_ALT_OFS","0","0","3.059985"
"3059985","SIM_GPS_LOG_NUM","0","0","3.059985"
"3059985","SIM_GPS1_ENABLE","1","0","3.059985"
"3059985","SIM_GPS1_LAG_MS","100","100","3.059985"
"3059985","SIM_GPS1_TYPE","1","1","3.059985"
"3059985","SIM_GPS1_BYTELOS","0","0","3.059985"
"3059985","SIM_GPS1_NUMSATS","10","10","3.059985"
"3059985","SIM_GPS1_GLTCH_X","0","0","3.059985"
"3059985","SIM_GPS1_GLTCH_Y","0","0","3.059985"
"3059985","SIM_GPS1_GLTCH_Z","0","0","3.059985"
"3059985","SIM_GPS1_HZ","5","5","3.059985"
"3059985","SIM_GPS1_DRFTALT","0","0","3.059985"
"3059985","SIM_GPS1_POS_X","0","0","3.059985"
"3059985","SIM_GPS1_POS_Y","0","0","3.059985"
"3059985","SIM_GPS1_POS_Z","0","0","3.059985"
"3059985","SIM_GPS1_NOISE","0","0","3.059985"
"3059985","SIM_GPS1_LCKTIME","0","0","3.059985"
"3059985","SIM_GPS1_ALT_OFS","0","0","3.059985"
"3059985","SIM_GPS1_HDG","0","0","3.059985"
"3059985","SIM_GPS1_ACC","0.3","0.3","3.059985"
"3059985","SIM_GPS1_VERR_X","0","0","3.059985"
"3059985","SIM_GPS1_VERR_Y","0","0","3.059985"
"3059985","SIM_GPS1_VERR_Z","0","0","3.059985"
"3059985","SIM_GPS1_JAM","0","0","3.059985"
"3059985","SIM_GPS1_HDG_OFS","0","0","3.059985"
"3059985","SIM_GPS1_OPTIONS","0","0","3.059985"
"3059985","SIM_GPS2_ENABLE","0","0","3.059985"
"3059985","SIM_GPS3_ENABLE","0","0","3.059985"
"3059985","SIM_GPS4_ENABLE","0","0","3.059985"
"3059985","SIM_ODOM_ENABLE","0","0","3.059985"
"3059985","SIM_LED_LAYOUT","0","0","3.059985"
"3059985","SIM_THML_SCENARI","0","0","3.059985"
"3059985","SIM_RATE_HZ","50","50","3.059985"
"3059985","SIM_IMU_COUNT","2","2","3.059985"
"3059985","SIM_FTOWESC_ENA","0","0","3.059985"
"3059985","SIM_FTOWESC_POW","4095","4095","3.059985"
"3059985","SIM_RICH_ENABLE","0","0","3.059985"
"3059985","SIM_RICH_CTRL","-1","-1","3.059985"
"3059985","SIM_IE24_ENABLE","0","0","3.059985"
"3059985","SIM_IE24_STATE","-1","-1","3.059985"
"3059985","SIM_IE24_ERROR","0","0","3.059985"
"3059985","SIM_BARO_COUNT","2","2","3.059985"
"3059985","SIM_BARO_RND","0.2","0.2","3.059985"
"3059985","SIM_BARO_DRIFT","0","0","3.059985"
"3059985","SIM_BARO_DISABLE","0","0","3.059985"
"3059985","SIM_BARO_GLITCH","0","0","3.059985"
"3059985","SIM_BARO_FREEZE","0","0","3.059985"
"3059985","SIM_BARO_DELAY","0","0","3.059985"
"3059985","SIM_BARO_WCF_FWD","0","0","3.059985"
"3059985","SIM_BARO_WCF_BAK","0","0","3.059985"
"3059985","SIM_BARO_WCF_RGT","0","0","3.059985"
"3059985","SIM_BARO_WCF_LFT","0","0","3.059985"
"3059985","SIM_BARO_WCF_UP","0","0","3.059985"
"3059985","SIM_BARO_WCF_DN","0","0","3.059985"
"3059985","SIM_BAR2_RND","0.2","0.2","3.059985"
"3059985","SIM_BAR2_DRIFT","0","0","3.059985"
"3059985","SIM_BAR2_DISABLE","0","0","3.059985"
"3059985","SIM_BAR2_GLITCH","0","0","3.059985"
"3059985","SIM_BAR2_FREEZE","0","0","3.059985"
"3059985","SIM_BAR2_DELAY","0","0","3.059985"
"3059985","SIM_BAR2_WCF_FWD","0","0","3.059985"
"3059985","SIM_BAR2_WCF_BAK","0","0","3.059985"
"3059985","SIM_BAR2_WCF_RGT","0","0","3.059985"
"3059985","SIM_BAR2_WCF_LFT","0","0","3.059985"
"3059985","SIM_BAR2_WCF_UP","0","0","3.059985"
"3059985","SIM_BAR2_WCF_DN","0","0","3.059985"
"3059985","SIM_BAR3_RND","0.2","0.2","3.059985"
"3059985","SIM_BAR3_DRIFT","0","0","3.059985"
"3059985","SIM_BAR3_DISABLE","0","0","3.059985"
"3059985","SIM_BAR3_GLITCH","0","0","3.059985"
"3059985","SIM_BAR3_FREEZE","0","0","3.059985"
"3059985","SIM_BAR3_DELAY","0","0","3.059985"
"3059985","SIM_BAR3_WCF_FWD","0","0","3.059985"
"3059985","SIM_BAR3_WCF_BAK","0","0","3.059985"
"3059985","SIM_BAR3_WCF_RGT","0","0","3.059985"
"3059985","SIM_BAR3_WCF_LFT","0","0","3.059985"
"3059985","SIM_BAR3_WCF_UP","0","0","3.059985"
"3059985","SIM_BAR3_WCF_DN","0","0","3.059985"
"3059985","SIM_TIME_JITTER","0","0","3.059985"
"3059985","SIM_ESC_TELEM","1","1","3.059985"
"3059985","SIM_ESC_ARM_RPM","0","0","3.059985"
"3059985","SIM_UART_LOSS","0","0","3.059985"
"3059985","SIM_ARSPD_RND","2","2","3.059985"
"3059985","SIM_ARSPD_OFS","2013","2013","3.059985"
"3059985","SIM_ARSPD_FAIL","0","0","3.059985"
"3059985","SIM_ARSPD_FAILP","0","0","3.059985"
"3059985","SIM_ARSPD_PITOT","0","0","3.059985"
"3059985","SIM_ARSPD_SIGN","0","0","3.059985"
"3059985","SIM_ARSPD_RATIO","1.99","1.99","3.059985"
"3059985","SIM_ARSPD2_RND","2","2","3.059985"
"3059985","SIM_ARSPD2_OFS","2013","2013","3.059985"
"3059985","SIM_ARSPD2_FAIL","0","0","3.059985"
"3059985","SIM_ARSPD2_FAILP","0","0","3.059985"
"3059985","SIM_ARSPD2_PITOT","0","0","3.059985"
"3059985","SIM_ARSPD2_SIGN","0","0","3.059985"
"3059985","SIM_ARSPD2_RATIO","1.99","1.99","3.059985"
"3059985","SIM_ADSB_TYPES","1","1","3.059985"
"3059985","SIM_VOLZ_ENA","0","0","3.059985"
"3059985","SIM_VOLZ_MASK","11","11","3.059985"
"3059985","SIM_VOLZ_FMASK","0","0","3.059985"
"3059985","SIM_VICON_POS_X","0","0","3.059985"
"3059985","SIM_VICON_POS_Y","0","0","3.059985"
"3059985","SIM_VICON_POS_Z","0","0","3.059985"
"3059985","SIM_VICON_GLIT_X","0","0","3.059985"
"3059985","SIM_VICON_GLIT_Y","0","0","3.059985"
"3059985","SIM_VICON_GLIT_Z","0","0","3.059985"
"3059985","SIM_VICON_FAIL","0","0","3.059985"
"3059985","SIM_VICON_YAW","0","0","3.059985"
"3059985","SIM_VICON_YAWERR","0","0","3.059985"
"3059985","SIM_VICON_TMASK","3","3","3.059985"
"3059985","SIM_VICON_VGLI_X","0","0","3.059985"
"3059985","SIM_VICON_VGLI_Y","0","0","3.059985"
"3059985","SIM_VICON_VGLI_Z","0","0","3.059985"
"3059985","SIM_VICON_P_SD","0","0","3.059985"
"3059985","SIM_VICON_V_SD","0","0","3.059985"
"3059985","SIM_VICON_RATE","50","50","3.059985"
"3059985","SIM_VICON_QUAL","50","50","3.059985"
"3059985","SIM_TEMP_START","25","25","3.059985"
"3059985","SIM_TEMP_BRD_OFF","20","20","3.059985"
"3059985","SIM_TEMP_TCONST","30","30","3.059985"
"3059985","SIM_TEMP_BFACTOR","0","0","3.059985"
"3059985","SIM_WIND_DIR_Z","0","0","3.059985"
"3059985","SIM_WIND_T","0","0","3.059985"
"3059985","SIM_WIND_T_ALT","60","60","3.059985"
"3059985","SIM_WIND_T_COEF","0.01","0.01","3.059985"
"3059985","SIM_RC_CHANCOUNT","16","16","3.059985"
"3059985","SIM_SPR_ENABLE","0","0","3.059985"
"3059985","SIM_SPR_PUMP","-1","-1","3.059985"
"3059985","SIM_SPR_SPIN","-1","-1","3.059985"
"3059985","SIM_GRPS_ENABLE","0","0","3.059985"
"3059985","SIM_GRPS_PIN","-1","-1","3.059985"
"3059985","SIM_GRPS_GRAB","2000","2000","3.059985"
"3059985","SIM_GRPS_RELEASE","1000","1000","3.059985"
"3059985","SIM_GRPS_REVERSE","0","0","3.059985"
"3059985","SIM_GRPE_ENABLE","0","0","3.059985"
"3059985","SIM_GRPE_PIN","-1","-1","3.059985"
"3059985","SIM_WOW_PIN","-1","-1","3.059985"
"3059985","SIM_VIB_FREQ_X","0","0","3.059985"
"3059985","SIM_VIB_FREQ_Y","0","0","3.059985"
"3059985","SIM_VIB_FREQ_Z","0","0","3.059985"
"3059985","SIM_PARA_ENABLE","0","0","3.059985"
"3059985","SIM_PARA_PIN","-1","-1","3.059985"
"3059985","SIM_BAUDLIMIT_EN","0","0","3.059985"
"3059985","SIM_PLD_ENABLE","0","0","3.059985"
"3059985","SIM_PLD_LAT","39.904198","0","3.059985"
"3059985","SIM_PLD_LON","116.4074","0","3.059985"
"3059985","SIM_PLD_HEIGHT","0","0","3.059985"
"3059985","SIM_PLD_YAW","0","0","3.059985"
"3059985","SIM_PLD_RATE","100","100","3.059985"
"3059985","SIM_PLD_TYPE","0","0","3.059985"
"3059985","SIM_PLD_ALT_LMT","15","15","3.059985"
"3059985","SIM_PLD_DIST_LMT","10","10","3.059985"
"3059985","SIM_PLD_ORIENT","24","24","3.059985"
"3059985","SIM_PLD_OPTIONS","0","0","3.059985"
"3059985","SIM_PLD_SHIP","0","0","3.059985"
"3059985","SIM_SHOVE_X","0","0","3.059985"
"3059985","SIM_SHOVE_Y","0","0","3.059985"
"3059985","SIM_SHOVE_Z","0","0","3.059985"
"3059985","SIM_SHOVE_TIME","0","0","3.059985"
"3059985","SIM_FLOW_RND","0.05","0.05","3.059985"
"3059985","SIM_TWIST_X","0","0","3.059985"
"3059985","SIM_TWIST_Y","0","0","3.059985"
"3059985","SIM_TWIST_Z","0","0","3.059985"
"3059985","SIM_TWIST_TIME","0","0","3.059985"
"3059985","SIM_GND_BEHAV","-1","-1","3.059985"
"3059985","SIM_IMU_ORIENT","0","0","3.059985"
"3059985","SIM_WAVE_ENABLE","0","0","3.059985"
"3059985","SIM_WAVE_LENGTH","10","10","3.059985"
"3059985","SIM_WAVE_AMP","0.5","0.5","3.059985"
"3059985","SIM_WAVE_DIR","0","0","3.059985"
"3059985","SIM_WAVE_SPEED","0.5","0.5","3.059985"
"3059985","SIM_TIDE_DIR","0","0","3.059985"
"3059985","SIM_TIDE_SPEED","0","0","3.059985"
"3059985","SIM_OPOS_LAT","-35.363262","-35.363262","3.059985"
"3059985","SIM_OPOS_LNG","149.16524","149.16524","3.059985"
"3059985","SIM_OPOS_ALT","584","584","3.059985"
"3059985","SIM_OPOS_HDG","353","353","3.059985"
"3059985","SIM_LOOP_DELAY","0","0","3.059985"
"3059985","SIM_TA_ENABLE","1","1","3.059985"
"3059985","SIM_EFI_TYPE","0","0","3.059985"
"3059985","SIM_VIB_MOT_HMNC","1","1","3.059985"
"3059985","SIM_VIB_MOT_MASK","0","0","3.059985"
"3059985","SIM_VIB_MOT_MAX","0","0","3.059985"
"3059985","SIM_INS_THR_MIN","0.1","0.1","3.059985"
"3059985","SIM_VIB_MOT_MULT","1","1","3.059985"
"3059985","AFS_ENABLE","0","0","3.059985"
"3059985","FLOW_TYPE","0","0","3.059985"
"3059985","MIS_TOTAL","0","0","3.059985"
"3059985","MIS_RESTART","0","0","3.059985"
"3059985","MIS_OPTIONS","0","0","3.059985"
"3059985","RALLY_TOTAL","0","0","3.059985"
"3059985","RALLY_LIMIT_KM","5","5","3.059985"
"3059985","RALLY_INCL_HOME","0","0","3.059985"
"3059985","EK2_ENABLE","0","0","3.059985"
"3059985","EK3_ENABLE","1","1","3.059985"
"3059985","EK3_VELNE_M_NSE","0.5","0.5","3.059985"
"3059985","EK3_VELD_M_NSE","0.7","0.7","3.059985"
"3059985","EK3_VEL_I_GATE","500","500","3.059985"
"3059985","EK3_POSNE_M_NSE","0.5","0.5","3.059985"
"3059985","EK3_POS_I_GATE","500","500","3.059985"
"3059985","EK3_GLITCH_RAD","25","25","3.059985"
"3059985","EK3_ALT_M_NSE","3","3","3.059985"
"3059985","EK3_HGT_I_GATE","500","500","3.059985"
"3059985","EK3_HGT_DELAY","60","60","3.059985"
"3059985","EK3_MAG_M_NSE","0.05","0.05","3.059985"
"3059985","EK3_MAG_CAL","0","0","3.059985"
"3059985","EK3_MAG_I_GATE","300","300","3.059985"
"3059985","EK3_EAS_M_NSE","1.4","1.4","3.059985"
"3059985","EK3_EAS_I_GATE","400","400","3.059985"
"3059985","EK3_RNG_M_NSE","0.5","0.5","3.059985"
"3059985","EK3_RNG_I_GATE","500","500","3.059985"
"3059985","EK3_FLOW_MAX","2.5","2.5","3.059985"
"3059985","EK3_FLOW_M_NSE","0.15","0.15","3.059985"
"3059985","EK3_FLOW_I_GATE","500","500","3.059985"
"3059985","EK3_FLOW_DELAY","10","10","3.059985"
"3059985","EK3_GYRO_P_NSE","0.015","0.015","3.059985"
"3059985","EK3_ACC_P_NSE","0.35","0.35","3.059985"
"3059985","EK3_GBIAS_P_NSE","0.001","0.001","3.059985"
"3059985","EK3_ABIAS_P_NSE","0.02","0.02","3.059985"
"3059985","EK3_WIND_P_NSE","0.1","0.1","3.059985"
"3059985","EK3_WIND_PSCALE","1","1","3.059985"
"3059985","EK3_GPS_CHECK","31","31","3.059985"
"3059985","EK3_IMU_MASK","3","3","3.059985"
"3059985","EK3_CHECK_SCALE","150","150","3.059985"
"3059985","EK3_NOAID_M_NSE","10","10","3.059985"
"3059985","EK3_BETA_MASK","0","0","3.059985"
"3059985","EK3_YAW_M_NSE","0.5","0.5","3.059985"
"3059985","EK3_YAW_I_GATE","300","300","3.059985"
"3059985","EK3_TAU_OUTPUT","25","25","3.059985"
"3059985","EK3_MAGE_P_NSE","0.001","0.001","3.059985"
"3059985","EK3_MAGB_P_NSE","0.0001","0.0001","3.059985"
"3059985","EK3_RNG_USE_HGT","-1","-1","3.059985"
"3059985","EK3_TERR_GRAD","0.1","0.1","3.059985"
"3059985","EK3_BCN_M_NSE","1","1","3.059985"
"3059985","EK3_BCN_I_GTE","500","500","3.059985"
"3059985","EK3_BCN_DELAY","50","50","3.059985"
"3059985","EK3_RNG_USE_SPD","2","2","3.059985"
"3059985","EK3_ACC_BIAS_LIM","1","1","3.059985"
"3059985","EK3_MAG_MASK","0","0","3.059985"
"3059985","EK3_OGN_HGT_MASK","0","0","3.059985"
"3059985","EK3_VIS_VERR_MIN","0.1","0.1","3.059985"
"3059985","EK3_VIS_VERR_MAX","0.9","0.9","3.059985"
"3059985","EK3_WENC_VERR","0.1","0.1","3.059985"
"3059985","EK3_FLOW_USE","2","2","3.059985"
"3059985","EK3_HRT_FILT","2","2","3.059985"
"3059985","EK3_MAG_EF_LIM","50","50","3.059985"
"3059985","EK3_GSF_RUN_MASK","3","3","3.059985"
"3059985","EK3_GSF_USE_MASK","3","3","3.059985"
"3059985","EK3_GSF_RST_MAX","2","2","3.059985"
"3059985","EK3_ERR_THRESH","0.2","0.2","3.059985"
"3059985","EK3_AFFINITY","0","0","3.059985"
"3059985","EK3_SRC1_POSXY","3","3","3.059985"
"3059985","EK3_SRC1_VELXY","3","3","3.059985"
"3059985","EK3_SRC1_POSZ","1","1","3.059985"
"3059985","EK3_SRC1_VELZ","3","3","3.059985"
"3059985","EK3_SRC1_YAW","1","1","3.059985"
"3059985","EK3_SRC2_POSXY","0","0","3.059985"
"3059985","EK3_SRC2_VELXY","0","0","3.059985"
"3059985","EK3_SRC2_POSZ","1","1","3.059985"
"3059985","EK3_SRC2_VELZ","0","0","3.059985"
"3059985","EK3_SRC2_YAW","0","0","3.059985"
"3059985","EK3_SRC3_POSXY","0","0","3.059985"
"3059985","EK3_SRC3_VELXY","0","0","3.059985"
"3059985","EK3_SRC3_POSZ","1","1","3.059985"
"3059985","EK3_SRC3_VELZ","0","0","3.059985"
"3059985","EK3_SRC3_YAW","0","0","3.059985"
"3059985","EK3_SRC_OPTIONS","0","0","3.059985"
"3059985","EK3_DRAG_BCOEF_X","0","0","3.059985"
"3059985","EK3_DRAG_BCOEF_Y","0","0","3.059985"
"3059985","EK3_DRAG_M_NSE","0.5","0.5","3.059985"
"3059985","EK3_DRAG_MCOEF","0","0","3.059985"
"3059985","EK3_OGNM_TEST_SF","2","2","3.059985"
"3059985","EK3_GND_EFF_DZ","4","4","3.059985"
"3059985","EK3_PRIMARY","0","0","3.059985"
"3059985","EK3_LOG_LEVEL","0","0","3.059985"
"3059985","EK3_GPS_VACC_MAX","0","0","3.059985"
"3059985","EK3_OPTIONS","0","0","3.059985"
"3059985","RSSI_TYPE","0","0","3.059985"
"3059985","NTF_LED_BRIGHT","3","3","3.059985"
"3059985","NTF_BUZZ_TYPES","5","5","3.059985"
"3059985","NTF_LED_OVERRIDE","0","0","3.059985"
"3059985","NTF_DISPLAY_TYPE","0","0","3.059985"
"3059985","NTF_BUZZ_PIN","-1","-1","3.059985"
"3059985","NTF_LED_TYPES","123079","123079","3.059985"
"3059985","NTF_BUZZ_ON_LVL","1","1","3.059985"
"3059985","NTF_BUZZ_VOLUME","100","100","3.059985"
"3059985","NTF_LED_LEN","1","1","3.059985"
"3059985","BTN_ENABLE","0","0","3.059985"
"3059985","ICE_ENABLE","0","0","3.059985"
"3059985","SERVO1_MIN","1100","1100","3.059985"
"3059985","SERVO1_MAX","1900","1900","3.059985"
"3059985","SERVO1_TRIM","1500","1500","3.059985"
"3059985","SERVO1_REVERSED","0","0","3.059985"
"3059985","SERVO1_FUNCTION","4","4","3.059985"
"3059985","SERVO2_MIN","1100","1100","3.059985"
"3059985","SERVO2_MAX","1900","1900","3.059985"
"3059985","SERVO2_TRIM","1500","1500","3.059985"
"3059985","SERVO2_REVERSED","0","0","3.059985"
"3059985","SERVO2_FUNCTION","19","19","3.059985"
"3059985","SERVO3_MIN","980","980","3.059985"
"3059985","SERVO3_MAX","1900","1900","3.059985"
"3059985","SERVO3_TRIM","980","980","3.059985"
"3059985","SERVO3_REVERSED","0","0","3.059985"
"3059985","SERVO3_FUNCTION","70","70","3.059985"
"3059985","SERVO4_MIN","1100","1100","3.059985"
"3059985","SERVO4_MAX","1900","1900","3.059985"
"3059985","SERVO4_TRIM","1500","1500","3.059985"
"3059985","SERVO4_REVERSED","1","1","3.059985"
"3059985","SERVO4_FUNCTION","21","21","3.059985"
"3059985","SERVO5_MIN","1100","1100","3.059985"
"3059985","SERVO5_MAX","1900","1900","3.059985"
