mavpackettype,TimeUS,BT,BST,Maj,Min,Pat,FWT,GH,FWS,APJ,BU,FV,IMI,ICI,ap_time_s
VER,2199998,3,65535,4,7,0,255,353497713,ArduPlane V4.7.0 (1511f271),0,3,3,0,0,2.199998
